location_id,local_language_id,name,subtitle
178,9,Sendoff Spring,
179,9,Flower Paradise,
180,9,Maniac Tunnel,
181,9,Galactic HQ,
182,9,Verity Lakefront,
183,9,Newmoon Island,
184,9,Battle Tower,
185,9,Fight Area,
186,9,Survival Area,
187,9,Seabreak Path,
188,9,Hall of Origin,
189,9,Hall of Origin,
190,9,Verity Cavern,
191,9,Valor Cavern,
192,9,Acuity Cavern,
193,9,Jubilife TV,
194,9,Pokétch Co.,
195,9,GTS,
196,9,Trainers’ School,
197,9,Mining Museum,
198,9,Flower Shop,
199,9,Cycle Shop,
200,9,Contest Hall,
201,9,Poffin House,
202,9,Foreign Building,
203,9,Pokémon Day Care,
204,9,Veilstone Store,
205,9,Game Corner,
206,9,Canalave Library,
207,9,Vista Lighthouse,
208,9,Sunyshore Market,
209,9,Footstep House,
210,9,Café,
211,9,Grand Lake,
212,9,Restaurant,
213,9,Battle Park,
214,9,Battle Frontier,
215,9,Battle Factory,
216,9,Battle Castle,
217,9,Battle Arcade,
218,9,Battle Hall,
219,9,Distortion World,
220,9,Global Terminal,
221,9,Villa,
222,9,Battleground,
223,9,ROTOM's Room,
224,9,T.G. Eterna Bldg,
225,9,Iron Ruins,
226,9,Iceberg Ruins,
227,9,Rock Peak Ruins,
228,9,Azalea Town,
229,9,Goldenrod City,
230,9,Mahogany Town,
231,9,Pewter City,
232,9,Lavender Town,
233,9,Indigo Plateau,
234,9,Saffron City,
236,9,Lighthouse,
237,9,Team Rocket HQ,
238,9,Goldenrod Tunnel,
239,9,Mt. Silver Cave,
241,9,Pokéathlon Dome,
242,9,S.S. Aqua,
243,9,Safari Zone Gate,
244,9,Cliff Cave,
245,9,Frontier Access,
246,9,Bellchime Trail,
247,9,Sinjoh Ruins,
248,9,Embedded Tower,
249,9,Pokéwalker,
250,9,Cliff Edge Gate,
252,9,Radio Tower,
253,9,Day-Care Couple,
254,9,Link trade (arrive),
255,9,Link trade (met),
256,9,Kanto,
257,9,Johto,
258,9,Hoenn,
259,9,Sinnoh,
260,9,Distant land,
261,9,Traveling Man,
262,9,Riley,
263,9,Cynthia,
264,9,Mystery Zone,
265,9,Lovely place,
266,9,Pokémon Ranger,
267,9,Faraway place,
268,9,Pokémon Movie,
269,9,Pokémon Movie 06,
270,9,Pokémon Movie 07,
271,9,Pokémon Movie 08,
272,9,Pokémon Movie 09,
273,9,Pokémon Movie 10,
274,9,Pokémon Movie 11,
275,9,Pokémon Movie 12,
276,9,Pokémon Movie 13,
277,9,Pokémon Movie 14,
278,9,Pokémon Movie 15,
279,9,Pokémon Movie 16,
280,9,Pokémon Cartoon,
281,9,Space World,
282,9,Space World 06,
283,9,Space World 07,
284,9,Space World 08,
285,9,Space World 09,
286,9,Space World 10,
287,9,Space World 11,
288,9,Space World 12,
289,9,Space World 13,
290,9,Space World 14,
291,9,Space World 15,
292,9,Space World 16,
293,9,Pokémon Festa,
294,9,Pokémon Festa 06,
295,9,Pokémon Festa 07,
296,9,Pokémon Festa 08,
297,9,Pokémon Festa 09,
298,9,Pokémon Festa 10,
299,9,Pokémon Festa 11,
300,9,Pokémon Festa 12,
301,9,Pokémon Festa 13,
302,9,Pokémon Festa 14,
303,9,Pokémon Festa 15,
304,9,Pokémon Festa 16,
305,9,POKéPARK,
306,9,POKéPARK 06,
307,9,POKéPARK 07,
308,9,POKéPARK 08,
309,9,POKéPARK 09,
310,9,POKéPARK 10,
311,9,POKéPARK 11,
312,9,POKéPARK 12,
313,9,POKéPARK 13,
314,9,POKéPARK 14,
315,9,POKéPARK 15,
316,9,POKéPARK 16,
317,9,Pokémon Center,
318,9,PC Tokyo,
319,9,PC Osaka,
320,9,PC Fukuoka,
321,9,PC Nagoya,
322,9,PC Sapporo,
323,9,PC Yokohama,
324,9,Nintendo World,
325,9,Pokémon Event,
326,9,Pokémon Event 06,
327,9,Pokémon Event 07,
328,9,Pokémon Event 08,
329,9,Pokémon Event 09,
330,9,Pokémon Event 10,
331,9,Pokémon Event 11,
332,9,Pokémon Event 12,
333,9,Pokémon Event 13,
334,9,Pokémon Event 14,
335,9,Pokémon Event 15,
336,9,Pokémon Event 16,
337,9,Wi-Fi Event,
338,9,Wi-Fi Gift,
339,9,Pokémon Fan Club,
340,9,Event Site,
341,9,Concert Event,
342,9,Mr. Pokémon,
343,9,Primo,
344,1,なぞの場所,
344,9,Mystery Zone,
345,1,遠い場所,
345,9,Faraway place,
346,1,カノコタウン,
346,9,Nuvema Town,
347,1,カラクサタウン,
347,9,Accumula Town,
348,1,サンヨウシティ,
348,9,Striaton City,
349,1,シッポウシティ,
349,9,Nacrene City,
350,1,ヒウンシティ,
350,9,Castelia City,
351,1,ライモンシティ,
351,9,Nimbasa City,
352,1,ホドモエシティ,
352,9,Driftveil City,
353,1,フキヨセシティ,
353,9,Mistralton City,
354,1,セッカシティ,
354,9,Icirrus City,
355,1,ソウリュウシティ,
355,9,Opelucid City,
356,1,１番道路,
356,9,Route 1,
357,1,２番道路,
357,9,Route 2,
358,1,３番道路,
358,9,Route 3,
359,1,４番道路,
359,9,Route 4,
360,1,５番道路,
360,9,Route 5,
361,1,６番道路,
361,9,Route 6,
362,1,７番道路,
362,9,Route 7,
363,1,８番道路,
363,9,Route 8,
364,1,９番道路,
364,9,Route 9,
365,1,１０番道路,
365,9,Route 10,
366,1,１１番道路,
366,9,Route 11,
367,1,１２番道路,
367,9,Route 12,
368,1,１３番道路,
368,9,Route 13,
369,1,１４番道路,
369,9,Route 14,
370,1,１５番道路,
370,9,Route 15,
371,1,１６番道路,
371,9,Route 16,
372,1,１７番水道,
372,9,Route 17,
373,1,１８番道路,
373,9,Route 18,
374,1,夢の跡地,
374,9,Dreamyard,
375,1,ヤグルマの森,
375,9,Pinwheel Forest,
376,1,リゾートデザート,
376,9,Desert Resort,
377,1,古代の城,
377,9,Relic Castle,
378,1,冷凍コンテナ,
378,9,Cold Storage,
379,1,電気石の洞穴,
379,9,Chargestone Cave,
380,1,ネジ山,
380,9,Twist Mountain,
381,1,リュウラセンの塔,
381,9,Dragonspiral Tower,
382,1,チャンピオンロード,
382,9,Victory Road,
383,1,カゴメタウン,
383,9,Lacunosa Town,
384,1,サザナミタウン,
384,9,Undella Town,
385,1,カナワタウン,
385,9,Anville Town,
386,1,ポケモンリーグ,
386,9,Pokémon League,
387,1,Ｎの城,
387,9,N's Castle,
388,1,ロイヤルイッシュ号,
388,9,Royal Unova,
389,1,ギアステーション,
389,9,Gear Station,
390,1,バトルサブウェイ,
390,9,Battle Subway,
391,1,ミュージカルホール,
391,9,Musical Theater,
392,1,ブラックシティ,
392,9,Black City,
393,1,ホワイトフォレスト,
393,9,White Forest,
394,1,ユナイテッドタワー,
394,9,Unity Tower,
395,1,地下水脈の穴,
395,9,Wellspring Cave,
396,1,フキヨセの洞穴,
396,9,Mistralton Cave,
397,1,思索の原,
397,9,Rumination Field,
398,1,タワーオブヘブン,
398,9,Celestial Tower,
399,1,セッカの湿原,
399,9,Moor of Icirrus,
400,1,ショッピングモール,
400,9,Shopping Mall,
401,1,修行の岩屋,
401,9,Challenger's Cave,
402,1,シフトファクトリー,
402,9,Poké Transfer Lab,
403,1,ジャイアントホール,
403,9,Giant Chasm,
404,1,リバティガーデン島,
404,9,Liberty Garden,
405,1,Ｐ２ラボ,
405,9,P2 Laboratory,
406,1,スカイアローブリッジ,
406,9,Skyarrow Bridge,
407,1,ホドモエの跳ね橋,
407,9,Driftveil Drawbridge,
408,1,シリンダーブリッジ,
408,9,Tubeline Bridge,
409,1,ビレッジブリッジ,
409,9,Village Bridge,
410,1,ワンダーブリッジ,
410,9,Marvelous Bridge,
411,1,ハイリンク,
411,9,Entralink,
412,1,ほうじょうの社,
412,9,Abundant Shrine,
413,1,サザナミ湾,
413,9,Undella Bay,
414,1,迷いの森,
414,9,Lostlorn Forest,
415,1,試練の室,
415,9,Trial Chamber,
416,1,導の間,
416,9,Guidance Chamber,
417,1,ハイリンクの森,
417,9,Entree Forest,
418,1,カラクサゲート,
418,9,Accumula Gate,
419,1,サザナミゲート,
419,9,Undella Gate,
420,1,シッポウゲート,
420,9,Nacrene Gate,
421,1,ヒウンゲート,
421,9,Castelia Gate,
422,1,ライモンゲート,
422,9,Nimbasa Gate,
423,1,ソウリュウゲート,
423,9,Opelucid Gate,
424,1,ブラックゲート,
424,9,Black Gate,
425,1,ホワイトゲート,
425,9,White Gate,
426,1,ブリッジゲート,
426,9,Bridge Gate,
427,1,ロードゲート,
427,9,Route Gate,
428,1,海底遺跡,
428,9,Abyssal Ruins,
429,1,トウカシティ,
429,9,Petalburg City,
429,11,トウカシティ,
430,1,カイナシティ,
430,9,Slateport City,
430,11,カイナシティ,
431,1,ミナモシティ,
431,9,Lilycove City,
431,11,ミナモシティ,
432,1,トクサネシティ,
432,9,Mossdeep City,
432,11,トクサネシティ,
433,1,ルネシティ,
433,9,Sootopolis City,
433,11,ルネシティ,
434,1,サイユウシティ,
434,9,Ever Grande City,
434,11,サイユウシティ,
435,1,りゅうせいのたき,
435,9,Meteor Falls,
435,11,流星の滝,
436,1,カナシダトンネル,
436,9,Rusturf Tunnel,
436,11,カナシダトンネル,
437,1,いしのどうくつ,
437,9,Granite Cave,
437,11,石の洞窟,
438,1,トウカのもり,
438,9,Petalburg Woods,
438,11,トウカの森,
439,1,デコボコさんどう,
439,9,Jagged Pass,
439,11,デコボコ山道,
440,1,ほのおのぬけみち,
440,9,Fiery Path,
440,11,炎の抜け道,
441,1,おくりびやま,
441,9,Mt. Pyre,
441,11,おくりび山,
442,1,かいていどうくつ,
442,9,Seafloor Cavern,
442,11,海底洞窟,
443,1,めざめのほこら,
443,9,Cave of Origin,
443,11,目覚めのほこら,
444,1,チャンピオンロード,
444,9,Victory Road,
444,11,チャンピオンロード,
445,1,あさせのほらあな,
445,9,Shoal Cave,
445,11,浅瀬の洞穴,
446,1,ニューキンセツ,
446,9,New Mauville,
446,11,ニューキンセツ,
447,9,Abandoned Ship,
448,1,そらのはしら,
448,9,Sky Pillar,
448,11,空の柱,
449,1,１０１ばんどうろ,
449,9,Route 101,
449,11,１０１番道路,
450,1,１０２ばんどうろ,
450,9,Route 102,
450,11,１０２番道路,
451,1,１０３ばんどうろ,
451,9,Route 103,
451,11,１０３番道路,
452,1,１０４ばんどうろ,
452,9,Route 104,
452,11,１０４番道路,
453,1,１０５ばんすいどう,
453,9,Route 105,
453,11,１０５番水道,
454,1,１０６ばんすいどう,
454,9,Route 106,
454,11,１０６番水道,
455,1,１０７ばんすいどう,
455,9,Route 107,
455,11,１０７番水道,
456,1,１０８ばんすいどう,
456,9,Route 108,
456,11,１０８番水道,
457,1,１０９ばんすいどう,
457,9,Route 109,
457,11,１０９番水道,
458,1,１１０ばんどうろ,
458,9,Route 110,
458,11,１１０番道路,
459,1,１１１ばんどうろ,
459,9,Route 111,
459,11,１１１番道路,
460,1,１１２ばんどうろ,
460,9,Route 112,
460,11,１１２番道路,
461,1,１１３ばんどうろ,
461,9,Route 113,
461,11,１１３番道路,
462,1,１１４ばんどうろ,
462,9,Route 114,
462,11,１１４番道路,
463,1,１１５ばんどうろ,
463,9,Route 115,
463,11,１１５番道路,
464,1,１１６ばんどうろ,
464,9,Route 116,
464,11,１１６番道路,
465,1,１１７ばんどうろ,
465,9,Route 117,
465,11,１１７番道路,
466,1,１１８ばんどうろ,
466,9,Route 118,
466,11,１１８番道路,
467,1,１１９ばんどうろ,
467,9,Route 119,
467,11,１１９番道路,
468,1,１２０ばんどうろ,
468,9,Route 120,
468,11,１２０番道路,
469,1,１２１ばんどうろ,
469,9,Route 121,
469,11,１２１番道路,
470,1,１２２ばんすいどう,
470,9,Route 122,
470,11,１２２番水道,
471,1,１２３ばんどうろ,
471,9,Route 123,
471,11,１２３番道路,
472,1,１２４ばんすいどう,
472,9,Route 124,
472,11,１２４番水道,
473,1,１２５ばんすいどう,
473,9,Route 125,
473,11,１２５番水道,
474,1,１２６ばんすいどう,
474,9,Route 126,
474,11,１２６番水道,
475,1,１２７ばんすいどう,
475,9,Route 127,
475,11,１２７番水道,
476,1,１２８ばんすいどう,
476,9,Route 128,
476,11,１２８番水道,
477,1,１２９ばんすいどう,
477,9,Route 129,
477,11,１２９番水道,
478,1,１３０ばんすいどう,
478,9,Route 130,
478,11,１３０番水道,
479,1,１３１ばんすいどう,
479,9,Route 131,
479,11,１３１番水道,
480,1,１３２ばんすいどう,
480,9,Route 132,
480,11,１３２番水道,
481,1,１３３ばんすいどう,
481,9,Route 133,
481,11,１３３番水道,
482,1,１３４ばんすいどう,
482,9,Route 134,
482,11,１３４番水道,
483,1,サファリゾーン,
483,9,Safari Zone,
483,11,サファリゾーン,
484,1,ムロタウン,
484,9,Dewford Town,
484,11,ムロタウン,
485,1,キナギタウン,
485,9,Pacifidlog Town,
485,11,キナギタウン,
486,9,Magma Hideout,
487,9,Mirage Tower,
488,9,Desert Underpass,
489,9,Artisan Cave,
490,9,Altering Cave,
491,9,Monean Chamber,
492,9,Liptoo Chamber,
493,9,Weepth Chamber,
494,9,Dilford Chamber,
495,9,Scufib Chamber,
496,9,Rixy Chamber,
497,9,Viapos Chamber,
498,9,S.S. Anne,
500,9,Mt. Ember,
501,9,Berry Forest,
502,9,Icefall Cave,
503,9,Pattern Bush,
504,9,Lost Cave,
505,9,Kindle Road,
506,9,Treasure Beach,
507,9,Cape Brink,
508,9,Bond Bridge,
509,9,Three Isle Port,
510,9,Resort Gorgeous,
511,9,Water Labyrinth,
512,9,Five Isle Meadow,
513,9,Memorial Pillar,
514,9,Outcast Island,
515,9,Green Path,
516,9,Water Path,
517,9,Ruin Valley,
518,9,Trainer Tower,
519,9,Canyon Entrance,
520,9,Sevault Canyon,
521,9,Tanoby Ruins,
526,9,One Island,
527,9,Four Island,
528,9,Five Island,
529,9,Altering Cave,
531,1,ヒオウギシティ,
531,9,Aspertia City,
532,1,タチワキシティ,
532,9,Virbank City,
533,1,セイガイハシティ,
533,9,Humilau City,
534,1,ポケウッド,
534,9,PokéStar Studios,
535,1,ジョインアベニュー,
535,9,Join Avenue,
536,1,サンギタウン,
536,9,Floccesy Town,
537,1,ヤマジタウン,
537,9,Lentimas Town,
538,1,１９番道路,
538,9,Route 19,
539,1,２０番道路,
539,9,Route 20,
540,1,２１番水道,
540,9,Route 21,
541,1,２２番道路,
541,9,Route 22,
542,1,２３番道路,
542,9,Route 23,
543,1,ヒウン下水道,
543,9,Castelia Sewers,
544,1,サンギ牧場,
544,9,Floccesy Ranch,
545,1,タチワキコンビナート,
545,9,Virbank Complex,
546,1,リバースマウンテン,
546,9,Reversal Mountain,
547,1,ストレンジャーハウス,
547,9,Strange House,
548,1,チャンピオンロード,
548,9,Victory Road,
549,1,プラズマフリゲート,
549,9,Plasma Frigate,
550,1,古代の抜け道,
550,9,Relic Passage,
551,1,ヤーコンロード,
551,9,Clay Tunnel,
552,1,白の樹洞,
552,9,White Treehollow,
553,1,黒の摩天楼,
553,9,Black Tower,
554,1,海辺の洞穴,
554,9,Seaside Cave,
555,1,心の空洞,
555,9,Cave of Being,
556,1,隠し穴,
556,9,Hidden Grotto,
557,1,マリンチューブ,
557,9,Marine Tube,
558,1,タチワキゲート,
558,9,Virbank Gate,
559,1,ヒオウギゲート,
559,9,Aspertia Gate,
560,1,自然保護区,
560,9,Nature Sanctuary,
561,1,メダル事務局,
561,9,Medal Secretariat,
562,1,地底遺跡,
562,9,Underground Ruins,
563,1,岩山の間,
563,9,Rocky Mountain Room,
564,1,氷山の間,
564,9,Glacier Room,
565,1,鉄の間,
565,9,Iron Room,
566,1,誓いの林,
566,9,Pledge Grove,
567,1,ミシロタウン,
567,9,Littleroot Town,
567,11,ミシロタウン,
568,1,コトキタウン,
568,9,Oldale Town,
568,11,コトキタウン,
569,1,フエンタウン,
569,9,Lavaridge Town,
569,11,フエンタウン,
570,1,ハジツゲタウン,
570,9,Fallarbor Town,
570,11,ハジツゲタウン,
571,1,シダケタウン,
571,9,Verdanturf Town,
571,11,シダケタウン,
572,1,キンセツシティ,
572,9,Mauville City,
572,11,キンセツシティ,
573,1,カナズミシティ,
573,9,Rustboro City,
573,11,カナズミシティ,
574,1,ヒワマキシティ,
574,9,Fortree City,
574,11,ヒワマキシティ,
575,9,Underwater,
576,1,えんとつやま,
576,9,Mt. Chimney,
576,11,えんとつ山,
577,1,マボロシじま,
577,9,Mirage Island,
577,11,マボロシ島,
578,1,みなみのことう,
578,9,Southern Island,
578,11,南の孤島,
579,1,おふれのせきしつ,
579,9,Sealed Chamber,
579,11,おふれの石室,
580,1,ひでりのいわと,
580,9,Scorched Slab,
580,11,日照りの岩戸,
581,1,こじまのよこあな,
581,9,Island Cave,
581,11,小島の横穴,
582,1,さばくいせき,
582,9,Desert Ruins,
582,11,砂漠遺跡,
583,1,こだいづか,
583,9,Ancient Tomb,
583,11,古代塚,
584,1,？？？,
584,9,???,
584,11,？？？,
585,1,ひみつきち,
585,9,Secret Base,
585,11,ひみつきち,
586,9,Battle Tower,
587,1,アサメタウン,
587,9,Vaniville Town,
587,11,アサメタウン,
588,1,１ばんどうろ,
588,9,Route 1,
588,11,１番道路,
589,1,アサメのこみち,
589,9,Vaniville Pathway,
589,11,アサメの小道,
590,1,メイスイタウン,
590,9,Aquacorde Town,
590,11,メイスイタウン,
591,1,２ばんどうろ,
591,9,Route 2,
591,11,２番道路,
592,1,アバンセどおり,
592,9,Avance Trail,
592,11,アバンセ通り,
593,1,ハクダンのもり,
593,9,Santalune Forest,
593,11,ハクダンの森,
594,1,３ばんどうろ,
594,9,Route 3,
594,11,３番道路,
595,1,ウベールどおり,
595,9,Ouvert Way,
595,11,ウベール通り,
596,1,ハクダンシティ,
596,9,Santalune City,
596,11,ハクダンシティ,
597,1,４ばんどうろ,
597,9,Route 4,
597,11,４番道路,
598,1,パルテールかいどう,
598,9,Parterre Way,
598,11,パルテール街道,
599,1,ミアレシティ,
599,9,Lumiose City,
599,11,ミアレシティ,
600,1,プリズムタワー,
600,9,Prism Tower,
600,11,プリズムタワー,
601,1,フラダリラボ,
601,9,Lysandre Labs,
601,11,フラダリラボ,
602,1,５ばんどうろ,
602,9,Route 5,
602,11,５番道路,
603,1,ベルサンどおり,
603,9,Versant Road,
603,11,ベルサン通り,
604,1,コボクタウン,
604,9,Camphrier Town,
604,11,コボクタウン,
605,1,ショボンヌじょう,
605,9,Shabboneau Castle,
605,11,ショボンヌ城,
606,1,６ばんどうろ,
606,9,Route 6,
606,11,６番道路,
607,1,パレのなみきみち,
607,9,Palais Lane,
607,11,パレの並木道,
608,1,パルファムきゅうでん,
608,9,Parfum Palace,
608,11,パルファム宮殿,
609,1,７ばんどうろ,
609,9,Route 7,
609,11,７番道路,
610,1,リビエールライン,
610,9,Rivière Walk,
610,11,リビエールライン,
611,1,ショウヨウシティ,
611,9,Cyllage City,
611,11,ショウヨウシティ,
612,1,８ばんどうろ,
612,9,Route 8,
612,11,８番道路,
613,1,ミュライユかいがん,
613,9,Muraille Coast,
613,11,ミュライユ海岸,
614,1,コウジンタウン,
614,9,Ambrette Town,
614,11,コウジンタウン,
615,1,９ばんどうろ,
615,9,Route 9,
615,11,９番道路,
616,1,トゲトゲさんどう,
616,9,Spikes Passage,
616,11,トゲトゲ山道,
617,1,バトルシャトー,
617,9,Battle Chateau,
617,11,バトルシャトー,
618,1,１０ばんどうろ,
618,9,Route 10,
618,11,１０番道路,
619,1,メンヒルロード,
619,9,Menhir Trail,
619,11,メンヒルロード,
620,1,セキタイタウン,
620,9,Geosenge Town,
620,11,セキタイタウン,
621,1,１１ばんどうろ,
621,9,Route 11,
621,11,１１番道路,
622,1,ミロワールどおり,
622,9,Miroir Way,
622,11,ミロワール通り,
623,1,うつしみのどうくつ,
623,9,Reflection Cave,
623,11,映し身の洞窟,
624,1,シャラシティ,
624,9,Shalour City,
624,11,シャラシティ,
625,1,マスタータワー,
625,9,Tower of Mastery,
625,11,マスタータワー,
626,1,１２ばんどうろ,
626,9,Route 12,
626,11,１２番道路,
627,1,フラージュどおり,
627,9,Fourrage Road,
627,11,フラージュ通り,
628,1,ヒヨクシティ,
628,9,Coumarine City,
628,11,ヒヨクシティ,
629,1,１３ばんどうろ,
629,9,Route 13,
629,11,１３番道路,
630,1,ミアレのこうや,
630,9,Lumiose Badlands,
630,11,ミアレの荒野,
631,1,１４ばんどうろ,
631,9,Route 14,
631,11,１４番道路,
632,1,クノエのりんどう,
632,9,Laverre Nature Trail,
632,11,クノエの林道,
633,1,クノエシティ,
633,9,Laverre City,
633,11,クノエシティ,
634,1,ボールこうじょう,
634,9,Poké Ball Factory,
634,11,ボール工場,
635,1,１５ばんどうろ,
635,9,Route 15,
635,11,１５番道路,
636,1,ブランどおり,
636,9,Brun Way,
636,11,ブラン通り,
637,1,フウジョタウン,
637,9,Dendemille Town,
637,11,フウジョタウン,
638,1,１６ばんどうろ,
638,9,Route 16,
638,11,１６番道路,
639,1,トリストどおり,
639,9,Mélancolie Path,
639,11,トリスト通り,
640,1,フロストケイブ,
640,9,Frost Cavern,
640,11,フロストケイブ,
641,1,１７ばんどうろ,
641,9,Route 17,
641,11,１７番道路,
642,1,マンムーロード,
642,9,Mamoswine Road,
642,11,マンムーロード,
643,1,ヒャッコクシティ,
643,9,Anistar City,
643,11,ヒャッコクシティ,
644,1,１８ばんどうろ,
644,9,Route 18,
644,11,１８番道路,
645,1,エトロワ・バレどおり,
645,9,Vallée Étroite Way,
645,11,エトロワ・バレ通り,
646,1,レンリタウン,
646,9,Couriway Town,
646,11,レンリタウン,
647,1,１９ばんどうろ,
647,9,Route 19,
647,11,１９番道路,
648,1,ラルジュ・バレどおり,
648,9,Grande Vallée Way,
648,11,ラルジュ・バレ通り,
649,1,エイセツシティ,
649,9,Snowbelle City,
649,11,エイセツシティ,
650,1,２０ばんどうろ,
650,9,Route 20,
650,11,２０番道路,
651,1,まよいのもり,
651,9,Winding Woods,
651,11,迷いの森,
652,1,ポケモンのむら,
652,9,Pokémon Village,
652,11,ポケモンの村,
653,1,２１ばんどうろ,
653,9,Route 21,
653,11,２１番道路,
654,1,デルニエどおり,
654,9,Dernière Way,
654,11,デルニエ通り,
655,1,２２ばんどうろ,
655,9,Route 22,
655,11,２２番道路,
656,1,デトルネどおり,
656,9,Détourner Way,
656,11,デトルネ通り,
657,1,チャンピオンロード,
657,9,Victory Road,
657,11,チャンピオンロード,
658,1,ポケモンリーグ,
658,9,Pokémon League,
658,11,ポケモンリーグ,
659,1,キナンシティ,
659,9,Kiloude City,
659,11,キナンシティ,
660,1,バトルハウス,
660,9,Battle Maison,
660,11,バトルハウス,
661,1,アズールわん,
661,9,Azure Bay,
661,11,アズール湾,
662,1,フウジョゲート,
662,9,Dendemille Gate,
662,11,フウジョゲート,
663,1,レンリゲート,
663,9,Couriway Gate,
663,11,レンリゲート,
664,1,コウジンゲート,
664,9,Ambrette Gate,
664,11,コウジンゲート,
665,1,ミアレゲート,
665,9,Lumiose Gate,
665,11,ミアレゲート,
666,1,シャラゲート,
666,9,Shalour Gate,
666,11,シャラゲート,
667,1,ヒヨクゲート,
667,9,Coumarine Gate,
667,11,ヒヨクゲート,
668,1,クノエゲート,
668,9,Laverre Gate,
668,11,クノエゲート,
669,1,ヒャッコクゲート,
669,9,Anistar Gate,
669,11,ヒャッコクゲート,
670,1,エイセツゲート,
670,9,Snowbelle Gate,
670,11,エイセツゲート,
671,1,かがやきのどうくつ,
671,9,Glittering Cave,
671,11,輝きの洞窟,
672,1,じつなぎのどうけつ,
672,9,Connecting Cave,
672,11,地つなぎの洞穴,
673,1,ズバットたちのすみか,
673,9,Zubat Roost,
673,11,ズバットたちのすみか,
674,1,カロスはつでんしょ,
674,9,Kalos Power Plant,
674,11,カロス発電所,
675,1,フレアだんひみつきち,
