122	24061483	第122章 蕾冠王的祠堂

123	24061484	第123章 熊寶寶的神秘禮物

124	24061485	第124章 傳說中的食材

125	24061486	第125章 超強的電の料理

126	24061487	第126章 為了北方神的榮耀

127	24061488	第127章 巨鍛匠趣聞

128	24061489	第128章 猛男震驚

129	24061490	卷末總結+D的寶可夢觀察筆記

130	24061491	第129章 夏日重現

131	24061492	第130章 奶油冰沙

132	24061493	第131章 夏日與螢火蟲夜

133	24061494	第132章 坐騎山羊懶不懶

134	24061495	第133章 青草試煉

135	24061496	第134章 青草蛋糕

136	24061497	第135章

137	24061498	第136章 痛并快樂著

138	24061499	第137章 樹果苗

139	24061500	第138章 勇氣蛋炒飯,鼓起勇氣來吧

140	24061501	第139章 被害妄想癥

141	24061502	第140章 山貨采摘、期中考試

142	24061503	第141章 小雞燉山蘑

143	24061504	第142章 訂奶客人喜加一

144	24061505	第143章 快龍送貨公司

145	24061506	第144章 管家寶可夢

146	24061507	第145章 傳教士D

147	24061508	第146章 我滴媽,怎么能有這么大的西瓜?

148	24061509	第147章 他真的,我哭死

149	24061510	第148章 蕾冠王的風,吹進千家萬戶中

150	24061511	第149章 為人父母

151	24061512	第150章 打工的地鼠

152	24061513	第151章 被青草試煉嚇到的挑戰者

153	24061514	第152章 大俠探險隊的緊急行動

154	24061515	第153章 在路上

155	24061516	第154章 土龍節節來幫忙

156	24061517	第155章 怪獸來了

157	24061518	第156章 它是來找人的

158	24061519	第157章 那人是誰?

159	24061520	第158章 去見它

160	24061521	第159章 龍島的守護神,誕生

161	24061522	第160章 于龍島之下

162	24061523	第161章 螢火蟲之夜

163	24061524	第162章 翻譯葵花籽能聽懂寶可夢說話了

164	24061525	第163章 西瓜騎士快龍—夏日限定

165	24061526	第164章 地鼠之家

166	24061527	第165章 發光菠蘿與大小隨心南瓜

167	24061528	第166章 大大小小

168	24061529	第167章 海島假期

169	24061530	第168章 和巨大快龍成朋友了

170	24061531	第169章 快龍的法天象地

171	24061532	第170章哈克龍快龍叔叔也是這樣被你捉到的嗎?

172	24061533	第171章 樂不思蜀

173	24061534	第172章 寶可夢酒館,開辦

174	24061535	第173章 月夜偷瓜刺猹

175	24061536	第174章 奧琳博士與派帕

176	24061537	第175章 我們的家

177	24061538	第176章 到訪的

178	24061539	第177章 酒館的第一位客人(4000)

179	24061540	第178章 爆炸爆米花

180	24061541	第179章 夏日祭

181	24061542	第180章 煙花

182	24061543	第181章 新家建成

183	24061544	第182章 禮物

184	24061545	第183章 智揮猩酒館

185	24061546	第184章 異變的奇跡種子

186	24061547	第185章 蕾冠王搬家現在就搬走(4000)

187	24061548	第186章 超夢又雙叒逆襲了

188	24061550	第187章 愛管侍兄妹

189	24061551	第188章 沒頭腦和不高興

190	24061552	第189章 愛管侍永遠記得這一天

191	24061553	第190章 家務小能手(兩張盒一)

192	24061554	第191章 感激之心

193	24061555	第192章 布土撥的披風

194	24061556	第193章 樂不思蜀x2(4000)

195	24061557	第194章 月亮、潮汐、快龍們

196	24061558	第195章 快龍速度公司的雛形

197	24061559	第196章 玻璃花房與手機洛托姆

198	24065442	第197章 在秘密花園里舉辦茶會

199	24067994	第198章 我喜歡故勒頓,還有大家

200	24068739	第199章 紅糖姜茶

201	24068740	第200章 好奇心

202	24070375	第201章 騎拉帝納、光與影

203	24070376	第202章 騎拉帝納攻略計劃

204	24071233	第203章 騎拉帝納好感度+1

205	24072258	第204章 反轉系列料理

206	24073339	第205章 金色樹果、熊寶寶、冰火雷神、洛奇亞

207	24073816	第206章 銀色之羽,get(4000)

208	24075504	第207章 風暴饅頭

209	24077098	第208章 洛奇亞,你的大招現在是我的了

210	24077099	第209章 沉穩一些

211	24077781	第210章 超級樹果拼盤

212	24078560	第211章 大麥啤酒,酒館上新

213	24080149	第212章 醉酒的超夢

214	24090224	第213章 生日禮物

215	24092024	第214章 摩托蜥小天使

216	24092968	第215章 南瓜餅干

217	24093770	第216章 上吧,揮指功

218	24094405	第217章 霜奶仙開高達?

219	24095269	第218章 山林大火

220	24096392	第219章 流浪的寶可夢們

221	24097332	第220章 那籠罩了整座山林的青草領域

222	24098151	第221章 家園重建計劃

223	24098958	第222章 也慈的招攬

224	24099889	第223章 也慈要挑戰青草試煉?

225	24099890	第224章 前往帕底亞巨坑的契機

226	24100706	第225章 夢想

227	24100707	第226章 情緒低落的寶可夢們

228	24101567	第227章 全面開花

229	24102123	第228章 數月亮的摩托蜥

230	24103189	第229章 在云霧之下

231	24103190	第230章 血與月,原始兇暴的化身

232	24103860	第231章 名為吼叫之尾的神秘生物

233	24104326	第232章樂園、朱紫之書、 試著馴服?

234	24105156	第233章 抵達零區研究所新的可能性?

235	24106280	第234章 太晶化吧,故勒頓

236	24107275	第235章 回家了

237	24108813	第236章 音箱蟀與樂隊

238	24109291	第237章 秋之感恩節

239	24110345	第238章 分享媽媽

240	24111149	第239章 D帝國與快龍軍團

241	24112674	第240章 錘子

242	24113680	第241章 出發,前往伽勒爾目標蕾冠王( 4000)

243	24114436	第242章 冠之雪原

244	24115162	第243章 被遺忘的國王

245	24115983	第244章 國王的承諾

246	24116837	第245章 種蘿卜

247	24117230	第246章 帕底亞是我的家,但我永遠都不會忘記伽勒爾

248	24118188	第247章 能屈能伸雪暴馬

249	24119329	第248章 蕾冠王神殿大顯神威

250	24120031	第249章 D夜宿豐饒殿

251	24120562	第250章 這次不當伽勒爾之王了

252	24120563	第251章 特殊田地培育計劃

253	24121292	第252章 友情、眼淚、愛與羈絆

254	24122218	第253章 王與王

255	24122531	第254章 父與子

256	24122862	第255章 劍與盾

257	24123270	第256章 英雄王庭、宮門市

258	24124185	第257章 實現寶可夢對戰商業化的伽勒爾地區

259	24124807	第258章

260	24125282	第259章 一穿六,全場震驚其名,蕾冠王

261	24126574	第260章 你的茶壺長腿跑了

262	24127504	第261章 滿載而歸

263	24128064	第262章 回到牧場

264	24128681	第263章 冬日里的茶話會

265	24129404	第264章 染色果實、世界樹

266	24130522	第265章 只爭朝夕

267	24131176	第266章 閃光、馬廄、下午茶

268	24131888	第267章 月露玫瑰、王之愛馬

269	24133167	第268章 開花結果(4000)

270	24133702	第269章 空島開發(4000)

271	24144629	第270章 要有光(4000)

272	24145602	第271章 男人與龍(4000)

273	24146078	第272章 電視節目引起的轟動(5000)

274	24146988	第273章 紅披風與喵喵錘,超級英雄與巴布土撥

275	24147499	第274章 你這巴布土撥,合法嗎?

276	24148081	第275章 旅行熊熊回來了,并給你帶來了禮物

277	24149204	第276章 雪迷宮、蕾冠王的心意

278	24149788	第277章 成名之路、大根莖

279	24150293	第278章 夢幻與世界樹(4500)

280	24151315	第279章 神奇的果酒(4000)

281	24151632	第280章 背幣小人

282	24152462	第281章 世界樹之葉(4000)

283	24153377	第282章 一年又一年(4000)

284	24153802	第283章 最美好的一天(第四卷完)

285	24153803	卷末總結

286	24154488	第284章 堪比圣灰的超級羊奶(4000)

287	24155475	第285章 重建家園(4000)

288	24155476	第286章 神跡現 萬物生

289	24155888	第287章 森林里的朋友們與友情的樹果(4000)

290	24156518	第288章 傳說中的寶可夢們,蕾冠王與阿爾宙斯(4000)

291	24157500	第289章 大俠探險隊在行動(4000)

292	24158071	第290章 夢幻的秘密基地、生命羊奶引起的震驚(4000)

293	24158788	第291章 豐饒之祠、神秘的遠方來客

294	24159443	第292章 故勒頓的朋友

295	24160049	第293章 神社與墓地、墓揚犬的傳說

296	24160763	第294章 長命百歲

297	24160764	第295章 暴漲的信仰

298	24161220	第296章 暖暖熔巖蟲之家(4000)

299	24161221	第297章 振翼發

300	24161855	第298章 故勒頓的經歷、悖謬寶可夢之間能生蛋嗎?

301	24162308	第299章 故勒頓與振翼發、密勒頓

302	24162608	第300章 貓與狗

303	24162609	第301章 世界上最好的故勒頓

304	24162610	第302章 大俠探險隊與閃電鳥

305	24163385	第303章 好朋友、巴布土撥vs振翼發(4000)

306	24164017	第304章 青草領域再強化無敵回血流的坐騎山羊

307	24164744	第305章 特殊的土豆燉肉、丹帝正在騎馬趕來的路上

308	24165108	第306章 振翼發的生存本能、丹帝的到來(4000)

309	24166508	第307章 丹帝挑戰青草試煉(4000)

310	24166784	第308章 坐騎山羊vs冠軍(4000)

311	24166785	第309章丹帝我戰勝的,只是產奶的奶羊?

312	24167186	第310章 也慈的計劃、閃電鳥的到來(4000)

313	24168130	第311章 閃電鳥的打算

314	24168498	第312章 越來越正規的探險隊(4000)

315	24169355	第313章 咖啡與振翼發(4000)

316	24169782	第314章 北上鄉農業交流會(4000)

317	24170567	第315章 攀比的快龍( 4000)

318	24171090	第316章 快龍與大海的化身

319	24171686	第317章 我不要大魚,我只要你(4000)

320	24173892	第318章 地獄谷、熔巖蟲、鬼(4000)

321	24187563	第319章 厄鬼椪。

322	24187993	第320章 和熔巖蟲交朋友(5000)

323	24188645	第321章 它是鬼?

324	24189473	第322章 第二次接觸

325	24190154	第323章 思念

326	24193432	第324章 新的回憶、變故突生

327	24193433	第325章 咭唄咭唄,僵尸村落

328	24193434	第326章 圣戰起蕾冠王降臨北上鄉

329	24193911	第327章 自然能量與巨大化的奧利瓦(4000)

330	24194761	第328章 奇樹的震驚,會飛的巴布土撥

331	24195256	第329章 神獸聊天群的設想

332	24195685	第330章 想成為劍神的大蔥鴨

333	24196130	第331章 牧場擴張計劃

334	24196584	第332章 五巨靈

335	24198311	第333章 更大的牧場,更大的家

336	24199063	第334章 訪客

337	24200419	第335章 阿戴克的感激

338	24200420	第336章 新人訓練家們與青草試煉

339	24201245	第337章 雪暴馬與靈幽馬之爭

340	24202302	第338章 賽馬

341	24202303	第339章 馬中之王

342	24203928	第340章 食譜解鎖冰蘿卜方糖

343	24203929	第341章 大海的守護

344	24205401	第342章 太刀俠大蔥鴨、前往合眾

345	24205402	第343章 越過大海的月月熊?

346	24205782	第344章 抵達合眾,培育家進修神奇的能量方塊

347	24206422	第345章 宴會,大佬云集

348	24207420	第346章 大小姐妮莫前來挑戰了

349	24208498	第347章 大社牛妮莫(5000)

350	24209047	第348章 vs渡

351	24209782	第349章 喵喵錘初顯神威

352	24210539	第350章 雙龍,將軍

353	24211329	第351章 洛托姆手機,資深龍控

354	24211855	第352章 夢妖與振翼發

355	24212228	第353章 人類、寶可夢

356	24212853	第354章 禮物

357	24213584	第355章 快龍的蛋

358	24214137	第356章 捕蟲大會

359	24214889	第357章 毛辮羊牧場、建設蘋果園、故勒頓的糾結

360	24215315	第358章 卡比獸

361	24216024	第359章 故勒頓的決意、游樂場、水都奇遇

362	24216406	第360章 拉帝亞斯與拉帝歐斯?大俠探險隊的邀請

363	24216407	第361章 世界樹生長進度1/5

364	24216408	第362章 與騎拉帝納聯手?蕾冠王附魔雷神之錘

365	24217056	第363章 造神計劃?英雄試煉,幻境中的考驗錘之王,誕生

366	24217432	第364章 第三位王,不懼之錘巨獸錘

367	24217832	第365章 世界樹與影之寶可夢

368	24218577	第366章 伊布伊布伊布

369	24219257	第367章 伊布的進化目標卡比獸專用能量方塊,誕生(7000)

370	24220078	第368章 大英雄烈空坐

371	24220720	第369章 大蔥鴨與大蔥園、天空之鱗片

372	24221331	第370章 哈克龍們的覺悟,為幫牧場干活而變強

373	24221332	第371章 快龍的呼喚,烈空坐的到訪

374	24221903	第372章 烈空坐摘星星

375	24222519	第373章 盜墓賊與古金幣

376	24223461	第374章 古之探究者與災禍之寶

377	24224085	第375章 災禍寶可夢反轉計劃

378	24224863	第376章 藏寶庫、綠豆湯、大蔥成熟的季節

379	24225474	第377章 進化吧,伊布更換武器,大蔥鴨

380	24226090	第378章 男孩女孩?

381	24226660	第379章 四大試煉,古魯夏的震驚

382	24227253	第380章 故勒頓、摩托蜥與奇樹

383	24227869	第381章 也慈說出你的心愿

384	24228541	第382章 也慈的人才拉攏大計

385	24228542	第383章 山林情誼

386	24228543	第384章 完蛋,我被伊布包圍了

387	24229244	第385章 埃里夫櫻桃園的緊急求助

388	24229437	第386章 打工的飛天螳螂

389	24229853	第387章 黃沙之下,沙漠之中的激烈追逐

390	24230462	第388章 地底的失落之國,神秘的化石?是寶可夢嗎?

391	24230981	第389章 收獲滿滿,金幣堆到手

392	24231447	第390章 超罕見的寶可夢,賽富豪,誕生

393	24232150	第391章 怎么會有賽富豪這么完美的寶可夢啊?

394	24232483	第392章 無名英雄、寶可夢們的購物大冒險

395	24232723	第393章 葛拉西蒂亞之花

396	24232724	第394章 伊布蛋孵化,建造伊布樂園

397	24233268	第395章 伊布三兄弟

398	24233926	第396章 D小課堂,開始給伊布們上課

399	24234540	第397章 騎拉帝納與冰空的花束、海之恩惠

400	24235266	第398章 這般高超的釣魚技術,真是聞所未聞啊

401	24235904	第399章 快龍快龍快龍

402	24235906	第400章 快龍x疤

403	24236437	第401章 特殊茶飲,龍鱗香

404	24236844	第402章 邁向新時代

405	24237498	第403章 我的寶可夢成為了虹之勇者?

406	24237499	第404章 豐饒祭典(本卷完)

407	24237868	第405章 時間悖論

408	24238980	第406章 南國的熱帶龍,給騎拉帝納做馬殺雞

409	24239383	第407章 歸來的大俠探險隊,無敵的神圣饅頭誕生

410	24240158	第408章撈撈小魔神胡帕,熱帶龍的香蕉

411	24240514	第409章 神奇的手機,蕾冠王的網名,被騎拉帝納嚇壞的洛托姆。

412	24242708	第410章 快龍速遞,牧場小店開業

413	24242709	第411章 團團圓圓

414	24242710	第412章 沖浪的騎拉帝納

415	24242711	第413章 真順著網線來打人

416	24242712	第414章 騎拉帝納出道在即,火遍全網

417	24243248	第415章 新的訂單?快龍們的送貨行動

418	24245053	第416章 蘋果園與啃果蟲,大俠探險隊的新冒險

419	24245509	第417章 任務委托基拉祈帕底亞隱藏boss的傳聞。

420	24246028	第418章 神獸聊天群堂堂連載

421	24246029	第418章 神獸聊天群堂堂連載

422	24246468	第419章 世界樹的內部,未來的計劃

423	24247259	第420章 大木博士的到訪

424	24247260	第420章 大木博士的到訪

425	24247809	第421章 王之傳說,伽勒爾地區輿論爆發

426	24248703	第422章 大木博士的震驚,霜奶仙的揮指功試煉

427	24249597	第423章 未知的招式、希羅娜的到訪

428	24250138	第424章 指引希羅娜,三個方向

429	24250690	第425章建立公會、寶可夢森友會,邀請寶可夢居民來定居吧

430	24250691	第426章 木守宮之森,給木守宮一點小小的震撼

431	24251118	第427章 伊布與圓瞳,進化吧,仙子伊布

432	24251119	第428章 世界樹糖果

433	24251794	第429章 新的居民,木守宮抵達世界樹

434	24251795	第430章 釣魚大賽,vs釣魚名人

435	24252340	第431章 垂釣大師與美納斯

436	24252846	第432章 快龍速遞和生命羊奶引起的震驚

437	24252847	第433章 騎拉帝納為快龍速遞保駕護航

438	24253412	第434章 轉移龍島

439	24253570	第435章 龍之鄉完工、牧場中的隱藏試煉

440	24254199	第436章 D牧場的隱藏試煉,解鎖

441	24254782	第437章 海底的弱丁魚群,呆呆獸與大舌貝

442	24254783	第438章 呆呆大賢者,摩托蜥的心病

443	24255286	第439章 摩托蜥與故勒頓

444	24255731	第440章 馬王爭奪戰、大網紅騎拉帝納

445	24272686	第441章 指導奇樹、蘋果中的蟲子

446	24273521	第442章 似是故人來

447	24273522	第443章 探險隊公會完工

448	24274095	第444章 【超夢加入聊天群】

449	24274625	第445章 齊心協力,共建家園

450	24275190	第446章 樂園

451	24275710	第447章 丹帝挑戰遠古試煉、闇夜的傳聞

452	24276311	第448章 大吾求見

453	24276854	第449章 滴滴打龍

454	24277106	第450章 坐騎山羊與坐騎小羊

455	24277942	第451章 騎拉帝納的攀比心

456	24278477	第452章 熊寶寶的【撿拾】,撿到寶物了

457	24279058	第453章 幸福的超夢、意外的訪客

458	24279634	第454章 偽裝計劃

459	24280232	第455章 離家出走的新葉喵

460	24280700	第456章 飼育樹屋與快龍們

461	24280701	第457章 被世界樹吸引的神獸們

462	24281863	第458章 游戲日、許愿星

463	24282466	第459章 尋找基拉祈,與阿勃梭魯組隊

464	24282986	第460章 劉易斯鎮長的求助,暴躁的過動猿

465	24284472	第461章 小智的到來

466	24286618	第462章 皮卡丘我打蕾冠王?

467	24286619	第463章 基拉祈的選擇

468	24288131	第464章 給寶可夢們拍照、暗中觀察的基格爾德

469	24288652	第465章 豐緣事件爆發,固拉多蓋歐卡蘇醒

470	24289135	第466章 神之戰摩托假面初登場

471	24289136	第467章 大英雄烈空坐,事件落幕

472	24289558	第468章 在那之后

473	24289559	第469章 阿戴克我為生命羊奶代言

474	24289560	第470章 世界樹成熟之日

475	24289975	第471章 烈空坐加入聊天群

476	24290567	第472章 橫跨大海的固拉多,各地震驚

477	24291042	第473章 固拉多加入聊天群

478	24291043	第474章 第一款SSS料理,突破傳說的坐騎山羊

479	24291567	第475章 大蔥鴨出金了,賭狗的春天

480	24292136	第476章 少女,煙花,寶可夢【本卷完】

481	24292936	第477章 家庭觀念

482	24293354	第478 鬧鬼的森林

483	24293967	第479章 小智與請假王,蘇醒的固拉多與蓋歐卡

484	24294676	第480章 究極體蕾冠王1v2固拉多與蓋歐卡的認可

485	24295911	第481章 寒冷的冬日里

486	24295912	第482章 蕾荷與災禍之寶

487	24296340	第483章 購置土地

488	24296896	第484章 閃電鳥與閃電饅頭

489	24297704	第485章 暴打老丈人

490	24299849	第486章 過年與春天,新的作物到貨

491	24300953	第487章 珍貴的柑果球、基格爾德10%形態現身

492	24301487	第488章 美麗世界

493	24302125	第489章 古鼎鹿,Get

494	24302719	第490章 大地之祥瑞古鼎鹿、竹林中的神秘寶可夢?

495	24316739	第491章 瀑布修行,斬斷瀑布之道

496	24317437	第492章 指導熊徒弟,收服古玉魚

497	24318120	第493章 摩托蜥vs熊徒弟,火焰之祥瑞古玉魚

498	24318821	第494章 蓋歐卡與熊徒弟,大海之奧義

499	24319451	第495章 熊徒弟的兩位老師

500	24320183	第496章 變強的理由

501	24320879	第497章 災禍之簡、飛行的皮卡丘

502	24321568	第498章 地平線、豐收蝸牛

503	24331673	第499章 臘肉炒竹筍

504	24335443	第500章 氣到進化的猴怪,小福蛋的寶物

505	24335444	第501章 古劍豹加入,四祥瑞誕生

506	24336645	第502章 蕾荷與災禍之寶,D牧場的新試煉?

507	24337140	第503章 太樂巴戈斯,連接時空的太晶

508	24337460	第504章 大奶罐的【超級滾動】,無限龍車大顯神威

509	24337739	第505章 無敵滾動戰術,無解,不服來辯

510	24337989	第506章 流氓鱷vs大奶罐小茜的關注

511	24341750	第507章 大奶罐培育心得與坐騎山羊引起的轟動

512	24342656	第508章 也慈的人才招攬大計2

513	24342980	第509章 急凍鳥那么,代價是什么?

514	24343218	第510章 阿羅拉

515	24345011	第511章 諸島巡禮之證,目標,皇家巨蛋

516	24345012	第512章 皇家對戰的積分排名,石英高原的火焰鳥

517	24345013	第513章 制霸寶寶杯

518	24345014	第514章 你這霜奶仙,合法嗎?

519	24347291	第515章 騎拉帝納阿爾宙斯是個邪惡的神……

520	24349122	第516章 納居登,超級太刀俠大蔥鴨

521	24350606	第517章 三神鳥正統在帕底亞

522	24350607	第518章 養殖三神鳥,收獲大量羽毛

523	24352059	第519章 打造雪原生態區

524	24352060	第520章 小福蛋與寶可夢醫生

525	24353974	第521章 奧利瓦,1v3,全場震驚

526	24353976	第522章 vs皇家蒙面人庫庫伊我打騎拉帝納?

527	24355499	第523章 摩托假面再現即將掉馬,大危機

528	24355500	第524章 英雄無蹤

529	24357252	第525章 醫生的職責

530	24357253	第526章 進化吧,小福蛋通往寶可夢醫生的道路

531	24358121	第527章 小椿的到來,龍與龍

532	24358753	第528章 龍之對決

533	24359841	第529章 龍龍龍

534	24360431	第530章 主播,看看你老公

535	24361414	第531章 樹の家

536	24362746	第532章 利利小鎮的全力慶典,森林考驗開始

537	24364189	第533章 森林寶可夢咖啡廳的服務員,卡璞·鳴鳴現身

538	24364190	第534章 故勒頓vs卡璞·鳴鳴卡璞·鳴鳴好感度+1

539	24365692	第535章 謀害阿爾宙斯一事,卡璞·鳴鳴也干了

540	24365693	第536章 創世神現身,阿爾宙斯的考驗

541	24367072	第537章 沒有你的世界(上)

542	24367073	第538章 沒有你的世界(下)

543	24367074	第539章 收獲,回歸牧場

544	24368856	單章反思兼請假條

545	24369264	第540章 大木博士的暑期夏令營

546	24370837	第541章 心之力,碰撞的時間與空間

547	24370838	第542章 決戰時空之塔

548	24372421	第543章 大海之奧義終成,武道熊師誕生世界樹備戰阿爾宙斯

549	24373058	第544章 固拉多我也要去打阿爾宙斯

550	24373688	第545章 騎拉帝納與冰空的花束

551	24374193	第546章 失控,騎拉帝納

552	24374845	第547章 騎拉帝納遇襲,烈空坐超夢前來相助了

553	24375636	第548章 故勒頓與武道熊師

554	24376632	第549章 后勤組與探險組、特殊料理,龍系克星

555	24377856	第550章 仙子伊布與“惡龍”

556	24378776	第551章 蘇醒的創世神

557	24379043	第552章 創世紀

558	24380234	第553章 最后的晚餐

559	24380235	第554章 圣約

560	24381488	第555章 不可思議迷宮與大俠探險隊

561	24381489	第556章 阿爾宙斯與騎拉帝納

562	24382851	第557章 D的“家”,拜訪岳父岳母,關于結婚

563	24382852	第558章 大家的禮物

564	24384205	第559章 神奧,快龍航線解鎖迷你龍們的蛻皮儀式

565	24384206	第560章 龍之外衣,摩托蜥能力檢測

566	24385516	第561章 歲歲平安

567	24386852	第562章 過年

568	24386853	第563章 新婚日【本卷完】

569	24388193	第564章 樹の家【本卷完】

570	24389679	第565章 不可思議迷宮的特產

571	24389680	第566章 三圣獸震驚,鳳王大人選中的人?

572	24390952	第567章 坂木交個朋友?

573	24390953	第568章 搶羊奶的火箭隊、蕾冠王與四災禍

574	24392523	第569章 懷寶寶了,轉職道館主,湊齊六只電屬性的寶可夢?

575	24392524	第570章 道館主D,帕底亞最強電系道館

576	24393762	第571章 千辛萬苦打贏皮卡丘,下一只是……

577	24393763	第572章 媽媽,這個道館好可怕,我要回家

