move_id,local_language_id,name
58,9,Ice Beam
58,11,れいとうビーム
59,1,ふぶき
59,9,Blizzard
59,11,ふぶき
60,1,サイケこうせん
60,9,Psybeam
60,11,サイケこうせん
61,1,バブルこうせん
61,9,Bubble Beam
61,11,バブルこうせん
62,1,オーロラビーム
62,9,Aurora Beam
62,11,オーロラビーム
63,1,はかいこうせん
63,9,Hyper Beam
63,11,はかいこうせん
64,1,つつく
64,9,Peck
64,11,つつく
65,1,ドリルくちばし
65,9,Drill Peck
65,11,ドリルくちばし
66,1,じごくぐるま
66,9,Submission
66,11,じごくぐるま
67,1,けたぐり
67,9,Low Kick
67,11,けたぐり
68,1,カウンター
68,9,Counter
68,11,カウンター
69,1,ちきゅうなげ
69,9,Seismic Toss
69,11,ちきゅうなげ
70,1,かいりき
70,9,Strength
70,11,かいりき
71,1,すいとる
71,9,Absorb
71,11,すいとる
72,1,メガドレイン
72,9,Mega Drain
72,11,メガドレイン
73,1,やどりぎのタネ
73,9,Leech Seed
73,11,やどりぎのタネ
74,1,せいちょう
74,9,Growth
74,11,せいちょう
75,1,はっぱカッター
75,9,Razor Leaf
75,11,はっぱカッター
76,1,ソーラービーム
76,9,Solar Beam
76,11,ソーラービーム
77,1,どくのこな
77,9,Poison Powder
77,11,どくのこな
78,1,しびれごな
78,9,Stun Spore
78,11,しびれごな
79,1,ねむりごな
79,9,Sleep Powder
79,11,ねむりごな
80,1,はなびらのまい
80,9,Petal Dance
80,11,はなびらのまい
81,1,いとをはく
81,9,String Shot
81,11,いとをはく
82,1,りゅうのいかり
82,9,Dragon Rage
82,11,りゅうのいかり
83,1,ほのおのうず
83,9,Fire Spin
83,11,ほのおのうず
84,1,でんきショック
84,9,Thunder Shock
84,11,でんきショック
85,1,１０まんボルト
85,9,Thunderbolt
85,11,１０まんボルト
86,1,でんじは
86,9,Thunder Wave
86,11,でんじは
87,1,かみなり
87,9,Thunder
87,11,かみなり
88,1,いわおとし
88,9,Rock Throw
88,11,いわおとし
89,1,じしん
89,9,Earthquake
89,11,じしん
90,1,じわれ
90,9,Fissure
90,11,じわれ
91,1,あなをほる
91,9,Dig
91,11,あなをほる
92,1,どくどく
92,9,Toxic
92,11,どくどく
93,1,ねんりき
93,9,Confusion
93,11,ねんりき
94,1,サイコキネシス
94,9,Psychic
94,11,サイコキネシス
95,1,さいみんじゅつ
95,9,Hypnosis
95,11,さいみんじゅつ
96,1,ヨガのポーズ
96,9,Meditate
96,11,ヨガのポーズ
97,1,こうそくいどう
97,9,Agility
97,11,こうそくいどう
98,1,でんこうせっか
98,9,Quick Attack
98,11,でんこうせっか
99,1,いかり
99,9,Rage
99,11,いかり
100,1,テレポート
100,9,Teleport
100,11,テレポート
101,1,ナイトヘッド
101,9,Night Shade
101,11,ナイトヘッド
102,1,ものまね
102,9,Mimic
102,11,ものまね
103,1,いやなおと
103,9,Screech
103,11,いやなおと
104,1,かげぶんしん
104,9,Double Team
104,11,かげぶんしん
105,1,じこさいせい
105,9,Recover
105,11,じこさいせい
106,1,かたくなる
106,9,Harden
106,11,かたくなる
107,1,ちいさくなる
107,9,Minimize
107,11,ちいさくなる
108,1,えんまく
108,9,Smokescreen
108,11,えんまく
109,1,あやしいひかり
109,9,Confuse Ray
109,11,あやしいひかり
110,1,からにこもる
110,9,Withdraw
110,11,からにこもる
111,1,まるくなる
111,9,Defense Curl
111,11,まるくなる
112,1,バリアー
112,9,Barrier
112,11,バリアー
113,1,ひかりのかべ
113,9,Light Screen
113,11,ひかりのかべ
114,1,くろいきり
114,9,Haze
114,11,くろいきり
115,1,リフレクター
115,9,Reflect
115,11,リフレクター
116,1,きあいだめ
116,9,Focus Energy
116,11,きあいだめ
117,1,がまん
117,9,Bide
117,11,がまん
118,1,ゆびをふる
118,9,Metronome
118,11,ゆびをふる
119,1,オウムがえし
119,9,Mirror Move
119,11,オウムがえし
120,1,じばく
120,9,Self-Destruct
120,11,じばく
121,1,タマゴばくだん
121,9,Egg Bomb
121,11,タマゴばくだん
122,1,したでなめる
122,9,Lick
122,11,したでなめる
123,1,スモッグ
123,9,Smog
123,11,スモッグ
124,1,ヘドロこうげき
124,9,Sludge
124,11,ヘドロこうげき
125,1,ホネこんぼう
125,9,Bone Club
125,11,ホネこんぼう
126,1,だいもんじ
126,9,Fire Blast
126,11,だいもんじ
127,1,たきのぼり
127,9,Waterfall
127,11,たきのぼり
128,1,からではさむ
128,9,Clamp
128,11,からではさむ
129,1,スピードスター
129,9,Swift
129,11,スピードスター
130,1,ロケットずつき
130,9,Skull Bash
130,11,ロケットずつき
131,1,とげキャノン
131,9,Spike Cannon
131,11,とげキャノン
132,1,からみつく
132,9,Constrict
132,11,からみつく
133,1,ドわすれ
133,9,Amnesia
133,11,ドわすれ
134,1,スプーンまげ
134,9,Kinesis
134,11,スプーンまげ
135,1,タマゴうみ
135,9,Soft-Boiled
135,11,タマゴうみ
136,1,とびひざげり
136,9,High Jump Kick
136,11,とびひざげり
137,1,へびにらみ
137,9,Glare
137,11,へびにらみ
138,1,ゆめくい
138,9,Dream Eater
138,11,ゆめくい
139,1,どくガス
139,9,Poison Gas
139,11,どくガス
140,1,たまなげ
140,9,Barrage
140,11,たまなげ
141,1,きゅうけつ
141,9,Leech Life
141,11,きゅうけつ
142,1,あくまのキッス
142,9,Lovely Kiss
142,11,あくまのキッス
143,1,ゴッドバード
143,9,Sky Attack
143,11,ゴッドバード
144,1,へんしん
144,9,Transform
144,11,へんしん
145,1,あわ
145,9,Bubble
145,11,あわ
146,1,ピヨピヨパンチ
146,9,Dizzy Punch
146,11,ピヨピヨパンチ
147,1,キノコのほうし
147,9,Spore
147,11,キノコのほうし
148,1,フラッシュ
148,9,Flash
148,11,フラッシュ
149,1,サイコウェーブ
149,9,Psywave
149,11,サイコウェーブ
150,1,はねる
150,9,Splash
150,11,はねる
151,1,とける
151,9,Acid Armor
151,11,とける
152,1,クラブハンマー
152,9,Crabhammer
152,11,クラブハンマー
153,1,だいばくはつ
153,9,Explosion
153,11,だいばくはつ
154,1,みだれひっかき
154,9,Fury Swipes
154,11,みだれひっかき
155,1,ホネブーメラン
155,9,Bonemerang
155,11,ホネブーメラン
156,1,ねむる
156,9,Rest
156,11,ねむる
157,1,いわなだれ
157,9,Rock Slide
157,11,いわなだれ
158,1,ひっさつまえば
158,9,Hyper Fang
158,11,ひっさつまえば
159,1,かくばる
159,9,Sharpen
159,11,かくばる
160,1,テクスチャー
160,9,Conversion
160,11,テクスチャー
161,1,トライアタック
161,9,Tri Attack
161,11,トライアタック
162,1,いかりのまえば
162,9,Super Fang
162,11,いかりのまえば
163,1,きりさく
163,9,Slash
163,11,きりさく
164,1,みがわり
164,9,Substitute
164,11,みがわり
165,1,わるあがき
165,9,Struggle
165,11,わるあがき
166,1,スケッチ
166,9,Sketch
166,11,スケッチ
167,1,トリプルキック
167,9,Triple Kick
167,11,トリプルキック
168,1,どろぼう
168,9,Thief
168,11,どろぼう
169,1,クモのす
169,9,Spider Web
169,11,クモのす
170,1,こころのめ
170,9,Mind Reader
170,11,こころのめ
171,1,あくむ
171,9,Nightmare
171,11,あくむ
172,1,かえんぐるま
172,9,Flame Wheel
172,11,かえんぐるま
173,1,いびき
173,9,Snore
173,11,いびき
174,1,のろい
174,9,Curse
174,11,のろい
175,1,じたばた
175,9,Flail
175,11,じたばた
176,1,テクスチャー２
176,9,Conversion 2
176,11,テクスチャー２
177,1,エアロブラスト
177,9,Aeroblast
177,11,エアロブラスト
178,1,わたほうし
178,9,Cotton Spore
178,11,わたほうし
179,1,きしかいせい
179,9,Reversal
179,11,きしかいせい
180,1,うらみ
180,9,Spite
180,11,うらみ
181,1,こなゆき
181,9,Powder Snow
181,11,こなゆき
182,1,まもる
182,9,Protect
182,11,まもる
183,1,マッハパンチ
183,9,Mach Punch
183,11,マッハパンチ
184,1,こわいかお
184,9,Scary Face
184,11,こわいかお
185,1,だましうち
185,9,Feint Attack
185,11,だましうち
186,1,てんしのキッス
186,9,Sweet Kiss
186,11,てんしのキッス
187,1,はらだいこ
187,9,Belly Drum
187,11,はらだいこ
188,1,ヘドロばくだん
188,9,Sludge Bomb
188,11,ヘドロばくだん
189,1,どろかけ
189,9,Mud-Slap
189,11,どろかけ
190,1,オクタンほう
190,9,Octazooka
190,11,オクタンほう
191,1,まきびし
191,9,Spikes
191,11,まきびし
192,1,でんじほう
192,9,Zap Cannon
192,11,でんじほう
193,1,みやぶる
193,9,Foresight
193,11,みやぶる
194,1,みちづれ
194,9,Destiny Bond
194,11,みちづれ
195,1,ほろびのうた
195,9,Perish Song
195,11,ほろびのうた
196,1,こごえるかぜ
196,9,Icy Wind
196,11,こごえるかぜ
197,1,みきり
197,9,Detect
197,11,みきり
198,1,ボーンラッシュ
198,9,Bone Rush
198,11,ボーンラッシュ
199,1,ロックオン
199,9,Lock-On
199,11,ロックオン
200,1,げきりん
200,9,Outrage
200,11,げきりん
201,1,すなあらし
201,9,Sandstorm
201,11,すなあらし
202,1,ギガドレイン
202,9,Giga Drain
202,11,ギガドレイン
203,1,こらえる
203,9,Endure
203,11,こらえる
204,1,あまえる
204,9,Charm
204,11,あまえる
205,1,ころがる
205,9,Rollout
205,11,ころがる
206,1,みねうち
206,9,False Swipe
206,11,みねうち
207,1,いばる
207,9,Swagger
207,11,いばる
208,1,ミルクのみ
208,9,Milk Drink
208,11,ミルクのみ
209,1,スパーク
209,9,Spark
209,11,スパーク
210,1,れんぞくぎり
210,9,Fury Cutter
210,11,れんぞくぎり
211,1,はがねのつばさ
211,9,Steel Wing
211,11,はがねのつばさ
212,1,くろいまなざし
212,9,Mean Look
212,11,くろいまなざし
213,1,メロメロ
213,9,Attract
213,11,メロメロ
214,1,ねごと
214,9,Sleep Talk
214,11,ねごと
215,1,いやしのすず
215,9,Heal Bell
215,11,いやしのすず
216,1,おんがえし
216,9,Return
216,11,おんがえし
217,1,プレゼント
217,9,Present
217,11,プレゼント
218,1,やつあたり
218,9,Frustration
218,11,やつあたり
219,1,しんぴのまもり
219,9,Safeguard
219,11,しんぴのまもり
220,1,いたみわけ
220,9,Pain Split
220,11,いたみわけ
221,1,せいなるほのお
221,9,Sacred Fire
221,11,せいなるほのお
222,1,マグニチュード
222,9,Magnitude
222,11,マグニチュード
223,1,ばくれつパンチ
223,9,Dynamic Punch
223,11,ばくれつパンチ
224,1,メガホーン
224,9,Megahorn
224,11,メガホーン
225,1,りゅうのいぶき
225,9,Dragon Breath
225,11,りゅうのいぶき
226,1,バトンタッチ
226,9,Baton Pass
226,11,バトンタッチ
227,1,アンコール
227,9,Encore
227,11,アンコール
228,1,おいうち
228,9,Pursuit
228,11,おいうち
229,1,こうそくスピン
229,9,Rapid Spin
229,11,こうそくスピン
230,1,あまいかおり
230,9,Sweet Scent
230,11,あまいかおり
231,1,アイアンテール
231,9,Iron Tail
231,11,アイアンテール
232,1,メタルクロー
232,9,Metal Claw
232,11,メタルクロー
233,1,あてみなげ
233,9,Vital Throw
233,11,あてみなげ
234,1,あさのひざし
234,9,Morning Sun
234,11,あさのひざし
235,1,こうごうせい
235,9,Synthesis
235,11,こうごうせい
236,1,つきのひかり
236,9,Moonlight
236,11,つきのひかり
237,1,めざめるパワー
237,9,Hidden Power
237,11,めざめるパワー
238,1,クロスチョップ
238,9,Cross Chop
238,11,クロスチョップ
239,1,たつまき
239,9,Twister
239,11,たつまき
240,1,あまごい
240,9,Rain Dance
240,11,あまごい
241,1,にほんばれ
241,9,Sunny Day
241,11,にほんばれ
242,1,かみくだく
242,9,Crunch
242,11,かみくだく
243,1,ミラーコート
243,9,Mirror Coat
243,11,ミラーコート
244,1,じこあんじ
244,9,Psych Up
244,11,じこあんじ
245,1,しんそく
245,9,Extreme Speed
245,11,しんそく
246,1,げんしのちから
246,9,Ancient Power
246,11,げんしのちから
247,1,シャドーボール
247,9,Shadow Ball
247,11,シャドーボール
248,1,みらいよち
248,9,Future Sight
248,11,みらいよち
249,1,いわくだき
249,9,Rock Smash
249,11,いわくだき
250,1,うずしお
250,9,Whirlpool
250,11,うずしお
251,1,ふくろだたき
251,9,Beat Up
251,11,ふくろだたき
252,1,ねこだまし
252,9,Fake Out
252,11,ねこだまし
253,1,さわぐ
253,9,Uproar
253,11,さわぐ
254,1,たくわえる
254,9,Stockpile
254,11,たくわえる
255,1,はきだす
255,9,Spit Up
255,11,はきだす
256,1,のみこむ
256,9,Swallow
256,11,のみこむ
257,1,ねっぷう
257,9,Heat Wave
257,11,ねっぷう
258,1,あられ
258,9,Hail
258,11,あられ
259,1,いちゃもん
259,9,Torment
259,11,いちゃもん
260,1,おだてる
260,9,Flatter
260,11,おだてる
261,1,おにび
261,9,Will-O-Wisp
261,11,おにび
262,1,おきみやげ
262,9,Memento
262,11,おきみやげ
263,1,からげんき
263,9,Facade
263,11,からげんき
264,1,きあいパンチ
264,9,Focus Punch
264,11,きあいパンチ
265,1,きつけ
265,9,Smelling Salts
265,11,きつけ
266,1,このゆびとまれ
266,9,Follow Me
266,11,このゆびとまれ
267,1,しぜんのちから
267,9,Nature Power
267,11,しぜんのちから
268,1,じゅうでん
268,9,Charge
268,11,じゅうでん
269,1,ちょうはつ
269,9,Taunt
269,11,ちょうはつ
270,1,てだすけ
270,9,Helping Hand
270,11,てだすけ
271,1,トリック
271,9,Trick
271,11,トリック
272,1,なりきり
272,9,Role Play
272,11,なりきり
273,1,ねがいごと
273,9,Wish
273,11,ねがいごと
274,1,ねこのて
274,9,Assist
274,11,ねこのて
275,1,ねをはる
275,9,Ingrain
275,11,ねをはる
276,1,ばかぢから
276,9,Superpower
276,11,ばかぢから
277,1,マジックコート
277,9,Magic Coat
277,11,マジックコート
278,1,リサイクル
278,9,Recycle
278,11,リサイクル
279,1,リベンジ
279,9,Revenge
279,11,リベンジ
280,1,かわらわり
280,9,Brick Break
280,11,かわらわり
281,1,あくび
281,9,Yawn
281,11,あくび
282,1,はたきおとす
282,9,Knock Off
282,11,はたきおとす
283,1,がむしゃら
283,9,Endeavor
283,11,がむしゃら
284,1,ふんか
284,9,Eruption
284,11,ふんか
285,1,スキルスワップ
285,9,Skill Swap
285,11,スキルスワップ
286,1,ふういん
286,9,Imprison
286,11,ふういん
287,1,リフレッシュ
287,9,Refresh
287,11,リフレッシュ
288,1,おんねん
288,9,Grudge
288,11,おんねん
289,1,よこどり
289,9,Snatch
289,11,よこどり
290,1,ひみつのちから
290,9,Secret Power
290,11,ひみつのちから
291,1,ダイビング
291,9,Dive
291,11,ダイビング
292,1,つっぱり
292,9,Arm Thrust
292,11,つっぱり
293,1,ほごしょく
293,9,Camouflage
293,11,ほごしょく
294,1,ほたるび
294,9,Tail Glow
294,11,ほたるび
295,1,ラスターパージ
295,9,Luster Purge
295,11,ラスターパージ
296,1,ミストボール
296,9,Mist Ball
296,11,ミストボール
297,1,フェザーダンス
297,9,Feather Dance
297,11,フェザーダンス
298,1,フラフラダンス
298,9,Teeter Dance
298,11,フラフラダンス
299,1,ブレイズキック
299,9,Blaze Kick
299,11,ブレイズキック
300,1,どろあそび
300,9,Mud Sport
300,11,どろあそび
301,1,アイスボール
301,9,Ice Ball
301,11,アイスボール
302,1,ニードルアーム
302,9,Needle Arm
302,11,ニードルアーム
303,1,なまける
303,9,Slack Off
303,11,なまける
304,1,ハイパーボイス
304,9,Hyper Voice
304,11,ハイパーボイス
305,1,どくどくのキバ
305,9,Poison Fang
305,11,どくどくのキバ
306,1,ブレイククロー
306,9,Crush Claw
306,11,ブレイククロー
307,1,ブラストバーン
307,9,Blast Burn
307,11,ブラストバーン
308,1,ハイドロカノン
308,9,Hydro Cannon
308,11,ハイドロカノン
309,1,コメットパンチ
309,9,Meteor Mash
309,11,コメットパンチ
310,1,おどろかす
310,9,Astonish
310,11,おどろかす
311,1,ウェザーボール
311,9,Weather Ball
311,11,ウェザーボール
312,1,アロマセラピー
312,9,Aromatherapy
312,11,アロマセラピー
313,1,うそなき
313,9,Fake Tears
313,11,うそなき
314,1,エアカッター
314,9,Air Cutter
314,11,エアカッター
315,1,オーバーヒート
315,9,Overheat
315,11,オーバーヒート
316,1,かぎわける
316,9,Odor Sleuth
316,11,かぎわける
317,1,がんせきふうじ
317,9,Rock Tomb
317,11,がんせきふうじ
318,1,ぎんいろのかぜ
318,9,Silver Wind
318,11,ぎんいろのかぜ
319,1,きんぞくおん
319,9,Metal Sound
319,11,きんぞくおん
320,1,くさぶえ
320,9,Grass Whistle
320,11,くさぶえ
321,1,くすぐる
321,9,Tickle
321,11,くすぐる
322,1,コスモパワー
322,9,Cosmic Power
322,11,コスモパワー
323,1,しおふき
323,9,Water Spout
323,11,しおふき
324,1,シグナルビーム
324,9,Signal Beam
324,11,シグナルビーム
325,1,シャドーパンチ
325,9,Shadow Punch
325,11,シャドーパンチ
326,1,じんつうりき
326,9,Extrasensory
326,11,じんつうりき
327,1,スカイアッパー
327,9,Sky Uppercut
327,11,スカイアッパー
328,1,すなじごく
328,9,Sand Tomb
328,11,すなじごく
329,1,ぜったいれいど
329,9,Sheer Cold
329,11,ぜったいれいど
330,1,だくりゅう
330,9,Muddy Water
330,11,だくりゅう
331,1,タネマシンガン
331,9,Bullet Seed
331,11,タネマシンガン
332,1,つばめがえし
332,9,Aerial Ace
332,11,つばめがえし
333,1,つららばり
333,9,Icicle Spear
333,11,つららばり
334,1,てっぺき
334,9,Iron Defense
334,11,てっぺき
335,1,とおせんぼう
335,9,Block
335,11,とおせんぼう
336,1,とおぼえ
336,9,Howl
336,11,とおぼえ
337,1,ドラゴンクロー
337,9,Dragon Claw
337,11,ドラゴンクロー
338,1,ハードプラント
338,9,Frenzy Plant
338,11,ハードプラント
339,1,ビルドアップ
339,9,Bulk Up
339,11,ビルドアップ
340,1,とびはねる
340,9,Bounce
340,11,とびはねる
341,1,マッドショット
341,9,Mud Shot
341,11,マッドショット
342,1,ポイズンテール
342,9,Poison Tail
342,11,ポイズンテール
343,1,ほしがる
343,9,Covet
343,11,ほしがる
344,1,ボルテッカー
344,9,Volt Tackle
344,11,ボルテッカー
345,1,マジカルリーフ
345,9,Magical Leaf
345,11,マジカルリーフ
346,1,みずあそび
346,9,Water Sport
346,11,みずあそび
347,1,めいそう
347,9,Calm Mind
347,11,めいそう
348,1,リーフブレード
348,9,Leaf Blade
348,11,リーフブレード
349,1,りゅうのまい
349,9,Dragon Dance
349,11,りゅうのまい
350,1,ロックブラスト
350,9,Rock Blast
350,11,ロックブラスト
351,1,でんげきは
351,9,Shock Wave
351,11,でんげきは
352,1,みずのはどう
352,9,Water Pulse
352,11,みずのはどう
353,1,はめつのねがい
353,9,Doom Desire
353,11,はめつのねがい
354,1,サイコブースト
354,9,Psycho Boost
354,11,サイコブースト
355,1,はねやすめ
355,9,Roost
355,11,はねやすめ
356,1,じゅうりょく
356,9,Gravity
356,11,じゅうりょく
357,1,ミラクルアイ
357,9,Miracle Eye
357,11,ミラクルアイ
358,1,めざましビンタ
358,9,Wake-Up Slap
358,11,めざましビンタ
359,1,アームハンマー
359,9,Hammer Arm
359,11,アームハンマー
360,1,ジャイロボール
360,9,Gyro Ball
360,11,ジャイロボール
361,1,いやしのねがい
361,9,Healing Wish
361,11,いやしのねがい
362,1,しおみず
362,9,Brine
362,11,しおみず
363,1,しぜんのめぐみ
363,9,Natural Gift
363,11,しぜんのめぐみ
364,1,フェイント
364,9,Feint
364,11,フェイント
365,1,ついばむ
365,9,Pluck
365,11,ついばむ
366,1,おいかぜ
366,9,Tailwind
366,11,おいかぜ
367,1,つぼをつく
367,9,Acupressure
367,11,つぼをつく
368,1,メタルバースト
368,9,Metal Burst
368,11,メタルバースト
369,1,とんぼがえり
369,9,U-turn
369,11,とんぼがえり
370,1,インファイト
370,9,Close Combat
370,11,インファイト
371,1,しっぺがえし
371,9,Payback
371,11,しっぺがえし
372,1,ダメおし
372,9,Assurance
372,11,ダメおし
373,1,さしおさえ
373,9,Embargo
373,11,さしおさえ
374,1,なげつける
374,9,Fling
374,11,なげつける
375,1,サイコシフト
375,9,Psycho Shift
375,11,サイコシフト
376,1,きりふだ
376,9,Trump Card
376,11,きりふだ
377,1,かいふくふうじ
377,9,Heal Block
377,11,かいふくふうじ
378,1,しぼりとる
378,9,Wring Out
378,11,しぼりとる
379,1,パワートリック
379,9,Power Trick
379,11,パワートリック
380,1,いえき
380,9,Gastro Acid
380,11,いえき
381,1,おまじない
381,9,Lucky Chant
381,11,おまじない
382,1,さきどり
382,9,Me First
382,11,さきどり
383,1,まねっこ
383,9,Copycat
383,11,まねっこ
384,1,パワースワップ
384,9,Power Swap
384,11,パワースワップ
385,1,ガードスワップ
385,9,Guard Swap
385,11,ガードスワップ
386,1,おしおき
386,9,Punishment
386,11,おしおき
387,1,とっておき
387,9,Last Resort
387,11,とっておき
388,1,なやみのタネ
388,9,Worry Seed
388,11,なやみのタネ
389,1,ふいうち
389,9,Sucker Punch
389,11,ふいうち
390,1,どくびし
390,9,Toxic Spikes
390,11,どくびし
391,1,ハートスワップ
391,9,Heart Swap
391,11,ハートスワップ
392,1,アクアリング
392,9,Aqua Ring
392,11,アクアリング
393,1,でんじふゆう
393,9,Magnet Rise
393,11,でんじふゆう
394,1,フレアドライブ
394,9,Flare Blitz
394,11,フレアドライブ
395,1,はっけい
395,9,Force Palm
395,11,はっけい
396,1,はどうだん
396,9,Aura Sphere
396,11,はどうだん
397,1,ロックカット
397,9,Rock Polish
397,11,ロックカット
398,1,どくづき
398,9,Poison Jab
398,11,どくづき
399,1,あくのはどう
399,9,Dark Pulse
399,11,あくのはどう
400,1,つじぎり
400,9,Night Slash
400,11,つじぎり
401,1,アクアテール
401,9,Aqua Tail
401,11,アクアテール
402,1,タネばくだん
402,9,Seed Bomb
402,11,タネばくだん
403,1,エアスラッシュ
403,9,Air Slash
403,11,エアスラッシュ
404,1,シザークロス
404,9,X-Scissor
404,11,シザークロス
405,1,むしのさざめき
405,9,Bug Buzz
405,11,むしのさざめき
406,1,りゅうのはどう
406,9,Dragon Pulse
406,11,りゅうのはどう
407,1,ドラゴンダイブ
407,9,Dragon Rush
407,11,ドラゴンダイブ
408,1,パワージェム
408,9,Power Gem
408,11,パワージェム
409,1,ドレインパンチ
409,9,Drain Punch
409,11,ドレインパンチ
410,1,しんくうは
410,9,Vacuum Wave
410,11,しんくうは
411,1,きあいだま
411,9,Focus Blast
411,11,きあいだま
412,1,エナジーボール
412,9,Energy Ball
412,11,エナジーボール
413,1,ブレイブバード
413,9,Brave Bird
413,11,ブレイブバード
414,1,だいちのちから
414,9,Earth Power
414,11,だいちのちから
415,1,すりかえ
415,9,Switcheroo
415,11,すりかえ
416,1,ギガインパクト
416,9,Giga Impact
416,11,ギガインパクト
417,1,わるだくみ
417,9,Nasty Plot
417,11,わるだくみ
418,1,バレットパンチ
418,9,Bullet Punch
418,11,バレットパンチ
419,1,ゆきなだれ
419,9,Avalanche
419,11,ゆきなだれ
420,1,こおりのつぶて
420,9,Ice Shard
420,11,こおりのつぶて
421,1,シャドークロー
421,9,Shadow Claw
421,11,シャドークロー
422,1,かみなりのキバ
422,9,Thunder Fang
422,11,かみなりのキバ
423,1,こおりのキバ
423,9,Ice Fang
423,11,こおりのキバ
424,1,ほのおのキバ
424,9,Fire Fang
424,11,ほのおのキバ
425,1,かげうち
425,9,Shadow Sneak
425,11,かげうち
426,1,どろばくだん
426,9,Mud Bomb
426,11,どろばくだん
427,1,サイコカッター
427,9,Psycho Cut
427,11,サイコカッター
428,1,しねんのずつき
428,9,Zen Headbutt
428,11,しねんのずつき
429,1,ミラーショット
429,9,Mirror Shot
429,11,ミラーショット
430,1,ラスターカノン
430,9,Flash Cannon
430,11,ラスターカノン
431,1,ロッククライム
431,9,Rock Climb
431,11,ロッククライム
432,1,きりばらい
432,9,Defog
432,11,きりばらい
433,1,トリックルーム
433,9,Trick Room
433,11,トリックルーム
434,1,りゅうせいぐん
434,9,Draco Meteor
434,11,りゅうせいぐん
435,1,ほうでん
435,9,Discharge
435,11,ほうでん
436,1,ふんえん
436,9,Lava Plume
436,11,ふんえん
437,1,リーフストーム
437,9,Leaf Storm
437,11,リーフストーム
438,1,パワーウィップ
438,9,Power Whip
