pokemon_species_id,local_language_id,name,genus
42,9,Golbat,Bat Pokémon
42,11,ゴルバット,こうもりポケモン
43,1,ナゾノクサ,ざっそうポケモン
43,9,Oddish,Weed Pokémon
43,11,ナゾノクサ,ざっそうポケモン
44,1,クサイハナ,ざっそうポケモン
44,9,Gloom,Weed Pokémon
44,11,クサイハナ,ざっそうポケモン
45,1,ラフレシア,フラワーポケモン
45,9,Vileplume,Flower Pokémon
45,11,ラフレシア,フラワーポケモン
46,1,パラス,きのこポケモン
46,9,Paras,Mushroom Pokémon
46,11,パラス,きのこポケモン
47,1,パラセクト,きのこポケモン
47,9,Parasect,Mushroom Pokémon
47,11,パラセクト,きのこポケモン
48,1,コンパン,こんちゅうポケモン
48,9,Venonat,Insect Pokémon
48,11,コンパン,こんちゅうポケモン
49,1,モルフォン,どくがポケモン
49,9,Venomoth,Poison Moth Pokémon
49,11,モルフォン,どくがポケモン
50,1,ディグダ,もぐらポケモン
50,9,Diglett,Mole Pokémon
50,11,ディグダ,もぐらポケモン
51,1,ダグトリオ,もぐらポケモン
51,9,Dugtrio,Mole Pokémon
51,11,ダグトリオ,もぐらポケモン
52,1,ニャース,ばけねこポケモン
52,9,Meowth,Scratch Cat Pokémon
52,11,ニャース,ばけねこポケモン
53,1,ペルシアン,シャムネコポケモン
53,9,Persian,Classy Cat Pokémon
53,11,ペルシアン,シャムネコポケモン
54,1,コダック,あひるポケモン
54,9,Psyduck,Duck Pokémon
54,11,コダック,あひるポケモン
55,1,ゴルダック,あひるポケモン
55,9,Golduck,Duck Pokémon
55,11,ゴルダック,あひるポケモン
56,1,マンキー,ぶたざるポケモン
56,9,Mankey,Pig Monkey Pokémon
56,11,マンキー,ぶたざるポケモン
57,1,オコリザル,ぶたざるポケモン
57,9,Primeape,Pig Monkey Pokémon
57,11,オコリザル,ぶたざるポケモン
58,1,ガーディ,こいぬポケモン
58,9,Growlithe,Puppy Pokémon
58,11,ガーディ,こいぬポケモン
59,1,ウインディ,でんせつポケモン
59,9,Arcanine,Legendary Pokémon
59,11,ウインディ,でんせつポケモン
60,1,ニョロモ,おたまポケモン
60,9,Poliwag,Tadpole Pokémon
60,11,ニョロモ,おたまポケモン
61,1,ニョロゾ,おたまポケモン
61,9,Poliwhirl,Tadpole Pokémon
61,11,ニョロゾ,おたまポケモン
62,1,ニョロボン,おたまポケモン
62,9,Poliwrath,Tadpole Pokémon
62,11,ニョロボン,おたまポケモン
63,1,ケーシィ,ねんりきポケモン
63,9,Abra,Psi Pokémon
63,11,ケーシィ,ねんりきポケモン
64,1,ユンゲラー,ねんりきポケモン
64,9,Kadabra,Psi Pokémon
64,11,ユンゲラー,ねんりきポケモン
65,1,フーディン,ねんりきポケモン
65,9,Alakazam,Psi Pokémon
65,11,フーディン,ねんりきポケモン
66,1,ワンリキー,かいりきポケモン
66,9,Machop,Superpower Pokémon
66,11,ワンリキー,かいりきポケモン
67,1,ゴーリキー,かいりきポケモン
67,9,Machoke,Superpower Pokémon
67,11,ゴーリキー,かいりきポケモン
68,1,カイリキー,かいりきポケモン
68,9,Machamp,Superpower Pokémon
68,11,カイリキー,かいりきポケモン
69,1,マダツボミ,フラワーポケモン
69,9,Bellsprout,Flower Pokémon
69,11,マダツボミ,フラワーポケモン
70,1,ウツドン,ハエとりポケモン
70,9,Weepinbell,Flycatcher Pokémon
70,11,ウツドン,ハエとりポケモン
71,1,ウツボット,ハエとりポケモン
71,9,Victreebel,Flycatcher Pokémon
71,11,ウツボット,ハエとりポケモン
72,1,メノクラゲ,くらげポケモン
72,9,Tentacool,Jellyfish Pokémon
72,11,メノクラゲ,くらげポケモン
73,1,ドククラゲ,くらげポケモン
73,9,Tentacruel,Jellyfish Pokémon
73,11,ドククラゲ,くらげポケモン
74,1,イシツブテ,がんせきポケモン
74,9,Geodude,Rock Pokémon
74,11,イシツブテ,がんせきポケモン
75,1,ゴローン,がんせきポケモン
75,9,Graveler,Rock Pokémon
75,11,ゴローン,がんせきポケモン
76,1,ゴローニャ,メガトンポケモン
76,9,Golem,Megaton Pokémon
76,11,ゴローニャ,メガトンポケモン
77,1,ポニータ,ひのうまポケモン
77,9,Ponyta,Fire Horse Pokémon
77,11,ポニータ,ひのうまポケモン
78,1,ギャロップ,ひのうまポケモン
78,9,Rapidash,Fire Horse Pokémon
78,11,ギャロップ,ひのうまポケモン
79,1,ヤドン,まぬけポケモン
79,9,Slowpoke,Dopey Pokémon
79,11,ヤドン,まぬけポケモン
80,1,ヤドラン,やどかりポケモン
80,9,Slowbro,Hermit Crab Pokémon
80,11,ヤドラン,やどかりポケモン
81,1,コイル,じしゃくポケモン
81,9,Magnemite,Magnet Pokémon
81,11,コイル,じしゃくポケモン
82,1,レアコイル,じしゃくポケモン
82,9,Magneton,Magnet Pokémon
82,11,レアコイル,じしゃくポケモン
83,1,カモネギ,かるがもポケモン
83,9,Farfetch’d,Wild Duck Pokémon
83,11,カモネギ,かるがもポケモン
84,1,ドードー,ふたごどりポケモン
84,9,Doduo,Twin Bird Pokémon
84,11,ドードー,ふたごどりポケモン
85,1,ドードリオ,みつごどりポケモン
85,9,Dodrio,Triple Bird Pokémon
85,11,ドードリオ,みつごどりポケモン
86,1,パウワウ,あしかポケモン
86,9,Seel,Sea Lion Pokémon
86,11,パウワウ,あしかポケモン
87,1,ジュゴン,あしかポケモン
87,9,Dewgong,Sea Lion Pokémon
87,11,ジュゴン,あしかポケモン
88,1,ベトベター,ヘドロポケモン
88,9,Grimer,Sludge Pokémon
88,11,ベトベター,ヘドロポケモン
89,1,ベトベトン,ヘドロポケモン
89,9,Muk,Sludge Pokémon
89,11,ベトベトン,ヘドロポケモン
90,1,シェルダー,２まいがいポケモン
90,9,Shellder,Bivalve Pokémon
90,11,シェルダー,２まいがいポケモン
91,1,パルシェン,２まいがいポケモン
91,9,Cloyster,Bivalve Pokémon
91,11,パルシェン,２まいがいポケモン
92,1,ゴース,ガスじょうポケモン
92,9,Gastly,Gas Pokémon
92,11,ゴース,ガスじょうポケモン
93,1,ゴースト,ガスじょうポケモン
93,9,Haunter,Gas Pokémon
93,11,ゴースト,ガスじょうポケモン
94,1,ゲンガー,シャドーポケモン
94,9,Gengar,Shadow Pokémon
94,11,ゲンガー,シャドーポケモン
95,1,イワーク,いわへびポケモン
95,9,Onix,Rock Snake Pokémon
95,11,イワーク,いわへびポケモン
96,1,スリープ,さいみんポケモン
96,9,Drowzee,Hypnosis Pokémon
96,11,スリープ,さいみんポケモン
97,1,スリーパー,さいみんポケモン
97,9,Hypno,Hypnosis Pokémon
97,11,スリーパー,さいみんポケモン
98,1,クラブ,さわがにポケモン
98,9,Krabby,River Crab Pokémon
98,11,クラブ,さわがにポケモン
99,1,キングラー,はさみポケモン
99,9,Kingler,Pincer Pokémon
99,11,キングラー,はさみポケモン
100,1,ビリリダマ,ボールポケモン
100,9,Voltorb,Ball Pokémon
100,11,ビリリダマ,ボールポケモン
101,1,マルマイン,ボールポケモン
101,9,Electrode,Ball Pokémon
101,11,マルマイン,ボールポケモン
102,1,タマタマ,たまごポケモン
102,9,Exeggcute,Egg Pokémon
102,11,タマタマ,たまごポケモン
103,1,ナッシー,やしのみポケモン
103,9,Exeggutor,Coconut Pokémon
103,11,ナッシー,やしのみポケモン
104,1,カラカラ,こどくポケモン
104,9,Cubone,Lonely Pokémon
104,11,カラカラ,こどくポケモン
105,1,ガラガラ,ほねずきポケモン
105,9,Marowak,Bone Keeper Pokémon
105,11,ガラガラ,ほねずきポケモン
106,1,サワムラー,キックポケモン
106,9,Hitmonlee,Kicking Pokémon
106,11,サワムラー,キックポケモン
107,1,エビワラー,パンチポケモン
107,9,Hitmonchan,Punching Pokémon
107,11,エビワラー,パンチポケモン
108,1,ベロリンガ,なめまわしポケモン
108,9,Lickitung,Licking Pokémon
108,11,ベロリンガ,なめまわしポケモン
109,1,ドガース,どくガスポケモン
109,9,Koffing,Poison Gas Pokémon
109,11,ドガース,どくガスポケモン
110,1,マタドガス,どくガスポケモン
110,9,Weezing,Poison Gas Pokémon
110,11,マタドガス,どくガスポケモン
111,1,サイホーン,とげとげポケモン
111,9,Rhyhorn,Spikes Pokémon
111,11,サイホーン,とげとげポケモン
112,1,サイドン,ドリルポケモン
112,9,Rhydon,Drill Pokémon
112,11,サイドン,ドリルポケモン
113,1,ラッキー,たまごポケモン
113,9,Chansey,Egg Pokémon
113,11,ラッキー,たまごポケモン
114,1,モンジャラ,ツルじょうポケモン
114,9,Tangela,Vine Pokémon
114,11,モンジャラ,ツルじょうポケモン
115,1,ガルーラ,おやこポケモン
115,9,Kangaskhan,Parent Pokémon
115,11,ガルーラ,おやこポケモン
116,1,タッツー,ドラゴンポケモン
116,9,Horsea,Dragon Pokémon
116,11,タッツー,ドラゴンポケモン
117,1,シードラ,ドラゴンポケモン
117,9,Seadra,Dragon Pokémon
117,11,シードラ,ドラゴンポケモン
118,1,トサキント,きんぎょポケモン
118,9,Goldeen,Goldfish Pokémon
118,11,トサキント,きんぎょポケモン
119,1,アズマオウ,きんぎょポケモン
119,9,Seaking,Goldfish Pokémon
119,11,アズマオウ,きんぎょポケモン
120,1,ヒトデマン,ほしがたポケモン
120,9,Staryu,Star Shape Pokémon
120,11,ヒトデマン,ほしがたポケモン
121,1,スターミー,なぞのポケモン
121,9,Starmie,Mysterious Pokémon
121,11,スターミー,なぞのポケモン
122,1,バリヤード,バリアーポケモン
122,9,Mr. Mime,Barrier Pokémon
122,11,バリヤード,バリアーポケモン
123,1,ストライク,かまきりポケモン
123,9,Scyther,Mantis Pokémon
123,11,ストライク,かまきりポケモン
124,1,ルージュラ,ひとがたポケモン
124,9,Jynx,Human Shape Pokémon
124,11,ルージュラ,ひとがたポケモン
125,1,エレブー,でんげきポケモン
125,9,Electabuzz,Electric Pokémon
125,11,エレブー,でんげきポケモン
126,1,ブーバー,ひふきポケモン
126,9,Magmar,Spitfire Pokémon
126,11,ブーバー,ひふきポケモン
127,1,カイロス,くわがたポケモン
127,9,Pinsir,Stag Beetle Pokémon
127,11,カイロス,くわがたポケモン
128,1,ケンタロス,あばれうしポケモン
128,9,Tauros,Wild Bull Pokémon
128,11,ケンタロス,あばれうしポケモン
129,1,コイキング,さかなポケモン
129,9,Magikarp,Fish Pokémon
129,11,コイキング,さかなポケモン
130,1,ギャラドス,きょうあくポケモン
130,9,Gyarados,Atrocious Pokémon
130,11,ギャラドス,きょうあくポケモン
131,1,ラプラス,のりものポケモン
131,9,Lapras,Transport Pokémon
131,11,ラプラス,のりものポケモン
132,1,メタモン,へんしんポケモン
132,9,Ditto,Transform Pokémon
132,11,メタモン,へんしんポケモン
133,1,イーブイ,しんかポケモン
133,9,Eevee,Evolution Pokémon
133,11,イーブイ,しんかポケモン
134,1,シャワーズ,あわはきポケモン
134,9,Vaporeon,Bubble Jet Pokémon
134,11,シャワーズ,あわはきポケモン
135,1,サンダース,かみなりポケモン
135,9,Jolteon,Lightning Pokémon
135,11,サンダース,かみなりポケモン
136,1,ブースター,ほのおポケモン
136,9,Flareon,Flame Pokémon
136,11,ブースター,ほのおポケモン
137,1,ポリゴン,バーチャルポケモン
137,9,Porygon,Virtual Pokémon
137,11,ポリゴン,バーチャルポケモン
138,1,オムナイト,うずまきポケモン
138,9,Omanyte,Spiral Pokémon
138,11,オムナイト,うずまきポケモン
139,1,オムスター,うずまきポケモン
139,9,Omastar,Spiral Pokémon
139,11,オムスター,うずまきポケモン
140,1,カブト,こうらポケモン
140,9,Kabuto,Shellfish Pokémon
140,11,カブト,こうらポケモン
141,1,カブトプス,こうらポケモン
141,9,Kabutops,Shellfish Pokémon
141,11,カブトプス,こうらポケモン
142,1,プテラ,かせきポケモン
142,9,Aerodactyl,Fossil Pokémon
142,11,プテラ,かせきポケモン
143,1,カビゴン,いねむりポケモン
143,9,Snorlax,Sleeping Pokémon
143,11,カビゴン,いねむりポケモン
144,1,フリーザー,れいとうポケモン
144,9,Articuno,Freeze Pokémon
144,11,フリーザー,れいとうポケモン
145,1,サンダー,でんげきポケモン
145,9,Zapdos,Electric Pokémon
145,11,サンダー,でんげきポケモン
146,1,ファイヤー,かえんポケモン
146,9,Moltres,Flame Pokémon
146,11,ファイヤー,かえんポケモン
147,1,ミニリュウ,ドラゴンポケモン
147,9,Dratini,Dragon Pokémon
147,11,ミニリュウ,ドラゴンポケモン
148,1,ハクリュー,ドラゴンポケモン
148,9,Dragonair,Dragon Pokémon
148,11,ハクリュー,ドラゴンポケモン
149,1,カイリュー,ドラゴンポケモン
149,9,Dragonite,Dragon Pokémon
149,11,カイリュー,ドラゴンポケモン
150,1,ミュウツー,いでんしポケモン
150,9,Mewtwo,Genetic Pokémon
150,11,ミュウツー,いでんしポケモン
151,1,ミュウ,しんしゅポケモン
151,9,Mew,New Species Pokémon
151,11,ミュウ,しんしゅポケモン
152,1,チコリータ,はっぱポケモン
152,9,Chikorita,Leaf Pokémon
152,11,チコリータ,はっぱポケモン
153,1,ベイリーフ,はっぱポケモン
153,9,Bayleef,Leaf Pokémon
153,11,ベイリーフ,はっぱポケモン
154,1,メガニウム,ハーブポケモン
154,9,Meganium,Herb Pokémon
154,11,メガニウム,ハーブポケモン
155,1,ヒノアラシ,ひねずみポケモン
155,9,Cyndaquil,Fire Mouse Pokémon
155,11,ヒノアラシ,ひねずみポケモン
156,1,マグマラシ,かざんポケモン
156,9,Quilava,Volcano Pokémon
156,11,マグマラシ,かざんポケモン
157,1,バクフーン,かざんポケモン
157,9,Typhlosion,Volcano Pokémon
157,11,バクフーン,かざんポケモン
158,1,ワニノコ,おおあごポケモン
158,9,Totodile,Big Jaw Pokémon
158,11,ワニノコ,おおあごポケモン
159,1,アリゲイツ,おおあごポケモン
159,9,Croconaw,Big Jaw Pokémon
159,11,アリゲイツ,おおあごポケモン
160,1,オーダイル,おおあごポケモン
160,9,Feraligatr,Big Jaw Pokémon
160,11,オーダイル,おおあごポケモン
161,1,オタチ,みはりポケモン
161,9,Sentret,Scout Pokémon
161,11,オタチ,みはりポケモン
162,1,オオタチ,どうながポケモン
162,9,Furret,Long Body Pokémon
162,11,オオタチ,どうながポケモン
163,1,ホーホー,ふくろうポケモン
163,9,Hoothoot,Owl Pokémon
163,11,ホーホー,ふくろうポケモン
164,1,ヨルノズク,ふくろうポケモン
164,9,Noctowl,Owl Pokémon
164,11,ヨルノズク,ふくろうポケモン
165,1,レディバ,いつつぼしポケモン
165,9,Ledyba,Five Star Pokémon
165,11,レディバ,いつつぼしポケモン
166,1,レディアン,いつつぼしポケモン
166,9,Ledian,Five Star Pokémon
166,11,レディアン,いつつぼしポケモン
167,1,イトマル,いとはきポケモン
167,9,Spinarak,String Spit Pokémon
167,11,イトマル,いとはきポケモン
168,1,アリアドス,あしながポケモン
168,9,Ariados,Long Leg Pokémon
168,11,アリアドス,あしながポケモン
169,1,クロバット,こうもりポケモン
169,9,Crobat,Bat Pokémon
169,11,クロバット,こうもりポケモン
170,1,チョンチー,あんこうポケモン
170,9,Chinchou,Angler Pokémon
170,11,チョンチー,あんこうポケモン
171,1,ランターン,ライトポケモン
171,9,Lanturn,Light Pokémon
171,11,ランターン,ライトポケモン
172,1,ピチュー,こねずみポケモン
172,9,Pichu,Tiny Mouse Pokémon
172,11,ピチュー,こねずみポケモン
173,1,ピィ,ほしがたポケモン
173,9,Cleffa,Star Shape Pokémon
173,11,ピィ,ほしがたポケモン
174,1,ププリン,ふうせんポケモン
174,9,Igglybuff,Balloon Pokémon
174,11,ププリン,ふうせんポケモン
175,1,トゲピー,はりたまポケモン
175,9,Togepi,Spike Ball Pokémon
175,11,トゲピー,はりたまポケモン
176,1,トゲチック,しあわせポケモン
176,9,Togetic,Happiness Pokémon
176,11,トゲチック,しあわせポケモン
177,1,ネイティ,ことりポケモン
177,9,Natu,Tiny Bird Pokémon
177,11,ネイティ,ことりポケモン
178,1,ネイティオ,せいれいポケモン
178,9,Xatu,Mystic Pokémon
178,11,ネイティオ,せいれいポケモン
179,1,メリープ,わたげポケモン
179,9,Mareep,Wool Pokémon
179,11,メリープ,わたげポケモン
180,1,モココ,わたげポケモン
180,9,Flaaffy,Wool Pokémon
180,11,モココ,わたげポケモン
181,1,デンリュウ,ライトポケモン
181,9,Ampharos,Light Pokémon
181,11,デンリュウ,ライトポケモン
182,1,キレイハナ,フラワーポケモン
182,9,Bellossom,Flower Pokémon
182,11,キレイハナ,フラワーポケモン
183,1,マリル,みずねずみポケモン
183,9,Marill,Aqua Mouse Pokémon
183,11,マリル,みずねずみポケモン
184,1,マリルリ,みずうさぎポケモン
184,9,Azumarill,Aqua Rabbit Pokémon
184,11,マリルリ,みずうさぎポケモン
185,1,ウソッキー,まねポケモン
185,9,Sudowoodo,Imitation Pokémon
185,11,ウソッキー,まねポケモン
186,1,ニョロトノ,かえるポケモン
186,9,Politoed,Frog Pokémon
186,11,ニョロトノ,かえるポケモン
187,1,ハネッコ,わたくさポケモン
187,9,Hoppip,Cottonweed Pokémon
187,11,ハネッコ,わたくさポケモン
188,1,ポポッコ,わたくさポケモン
188,9,Skiploom,Cottonweed Pokémon
188,11,ポポッコ,わたくさポケモン
189,1,ワタッコ,わたくさポケモン
189,9,Jumpluff,Cottonweed Pokémon
189,11,ワタッコ,わたくさポケモン
190,1,エイパム,おながポケモン
190,9,Aipom,Long Tail Pokémon
190,11,エイパム,おながポケモン
191,1,ヒマナッツ,たねポケモン
191,9,Sunkern,Seed Pokémon
191,11,ヒマナッツ,たねポケモン
192,1,キマワリ,たいようポケモン
192,9,Sunflora,Sun Pokémon
192,11,キマワリ,たいようポケモン
193,1,ヤンヤンマ,うすばねポケモン
193,9,Yanma,Clear Wing Pokémon
193,11,ヤンヤンマ,うすばねポケモン
194,1,ウパー,みずうおポケモン
194,9,Wooper,Water Fish Pokémon
194,11,ウパー,みずうおポケモン
195,1,ヌオー,みずうおポケモン
195,9,Quagsire,Water Fish Pokémon
195,11,ヌオー,みずうおポケモン
196,1,エーフィ,たいようポケモン
196,9,Espeon,Sun Pokémon
196,11,エーフィ,たいようポケモン
197,1,ブラッキー,げっこうポケモン
197,9,Umbreon,Moonlight Pokémon
197,11,ブラッキー,げっこうポケモン
198,1,ヤミカラス,くらやみポケモン
198,9,Murkrow,Darkness Pokémon
198,11,ヤミカラス,くらやみポケモン
199,1,ヤドキング,おうじゃポケモン
199,9,Slowking,Royal Pokémon
199,11,ヤドキング,おうじゃポケモン
200,1,ムウマ,よなきポケモン
200,9,Misdreavus,Screech Pokémon
200,11,ムウマ,よなきポケモン
201,1,アンノーン,シンボルポケモン
201,9,Unown,Symbol Pokémon
201,11,アンノーン,シンボルポケモン
202,1,ソーナンス,がまんポケモン
202,9,Wobbuffet,Patient Pokémon
202,11,ソーナンス,がまんポケモン
203,1,キリンリキ,くびながポケモン
203,9,Girafarig,Long Neck Pokémon
203,11,キリンリキ,くびながポケモン
204,1,クヌギダマ,みのむしポケモン
204,9,Pineco,Bagworm Pokémon
204,11,クヌギダマ,みのむしポケモン
205,1,フォレトス,みのむしポケモン
205,9,Forretress,Bagworm Pokémon
205,11,フォレトス,みのむしポケモン
206,1,ノコッチ,つちへびポケモン
206,9,Dunsparce,Land Snake Pokémon
206,11,ノコッチ,つちへびポケモン
207,1,グライガー,とびさそりポケモン
207,9,Gligar,Fly Scorpion Pokémon
207,11,グライガー,とびさそりポケモン
208,1,ハガネール,てつへびポケモン
208,9,Steelix,Iron Snake Pokémon
208,11,ハガネール,てつへびポケモン
209,1,ブルー,ようせいポケモン
209,9,Snubbull,Fairy Pokémon
209,11,ブルー,ようせいポケモン
210,1,グランブル,ようせいポケモン
210,9,Granbull,Fairy Pokémon
210,11,グランブル,ようせいポケモン
211,1,ハリーセン,ふうせんポケモン
211,9,Qwilfish,Balloon Pokémon
211,11,ハリーセン,ふうせんポケモン
212,1,ハッサム,はさみポケモン
212,9,Scizor,Pincer Pokémon
212,11,ハッサム,はさみポケモン
213,1,ツボツボ,はっこうポケモン
213,9,Shuckle,Mold Pokémon
213,11,ツボツボ,はっこうポケモン
214,1,ヘラクロス,１ぽんヅノポケモン
214,9,Heracross,Single Horn Pokémon
214,11,ヘラクロス,１ぽんヅノポケモン
215,1,ニューラ,かぎづめポケモン
215,9,Sneasel,Sharp Claw Pokémon
215,11,ニューラ,かぎづめポケモン
216,1,ヒメグマ,こぐまポケモン
216,9,Teddiursa,Little Bear Pokémon
216,11,ヒメグマ,こぐまポケモン
217,1,リングマ,とうみんポケモン
217,9,Ursaring,Hibernator Pokémon
217,11,リングマ,とうみんポケモン
218,1,マグマッグ,ようがんポケモン
218,9,Slugma,Lava Pokémon
218,11,マグマッグ,ようがんポケモン
219,1,マグカルゴ,ようがんポケモン
219,9,Magcargo,Lava Pokémon
219,11,マグカルゴ,ようがんポケモン
220,1,ウリムー,いのぶたポケモン
220,9,Swinub,Pig Pokémon
220,11,ウリムー,いのぶたポケモン
221,1,イノムー,いのししポケモン
221,9,Piloswine,Swine Pokémon
221,11,イノムー,いのししポケモン
222,1,サニーゴ,さんごポケモン
222,9,Corsola,Coral Pokémon
222,11,サニーゴ,さんごポケモン
223,1,テッポウオ,ふんしゃポケモン
223,9,Remoraid,Jet Pokémon
223,11,テッポウオ,ふんしゃポケモン
224,1,オクタン,ふんしゃポケモン
224,9,Octillery,Jet Pokémon
224,11,オクタン,ふんしゃポケモン
225,1,デリバード,はこびやポケモン
225,9,Delibird,Delivery Pokémon
225,11,デリバード,はこびやポケモン
226,1,マンタイン,カイトポケモン
226,9,Mantine,Kite Pokémon
226,11,マンタイン,カイトポケモン
227,1,エアームド,よろいどりポケモン
227,9,Skarmory,Armor Bird Pokémon
227,11,エアームド,よろいどりポケモン
228,1,デルビル,ダークポケモン
228,9,Houndour,Dark Pokémon
228,11,デルビル,ダークポケモン
229,1,ヘルガー,ダークポケモン
229,9,Houndoom,Dark Pokémon
229,11,ヘルガー,ダークポケモン
230,1,キングドラ,ドラゴンポケモン
230,9,Kingdra,Dragon Pokémon
230,11,キングドラ,ドラゴンポケモン
231,1,ゴマゾウ,ながはなポケモン
231,9,Phanpy,Long Nose Pokémon
231,11,ゴマゾウ,ながはなポケモン
232,1,ドンファン,よろいポケモン
232,9,Donphan,Armor Pokémon
232,11,ドンファン,よろいポケモン
233,1,ポリゴン２,バーチャルポケモン
233,9,Porygon2,Virtual Pokémon
233,11,ポリゴン２,バーチャルポケモン
234,1,オドシシ,おおツノポケモン
234,9,Stantler,Big Horn Pokémon
234,11,オドシシ,おおツノポケモン
235,1,ドーブル,えかきポケモン
235,9,Smeargle,Painter Pokémon
235,11,ドーブル,えかきポケモン
236,1,バルキー,けんかポケモン
236,9,Tyrogue,Scuffle Pokémon
236,11,バルキー,けんかポケモン
237,1,カポエラー,さかだちポケモン
237,9,Hitmontop,Handstand Pokémon
237,11,カポエラー,さかだちポケモン
238,1,ムチュール,くちづけポケモン
238,9,Smoochum,Kiss Pokémon
238,11,ムチュール,くちづけポケモン
239,1,エレキッド,でんきポケモン
