item_id,local_language_id,name
117,1,ブルームメール
117,9,Bloom Mail
118,1,トンネルメール
118,9,Tunnel Mail
119,1,スチールメール
119,9,Steel Mail
120,1,ラブラブメール
120,9,Heart Mail
121,1,ブリザードメール
121,9,Snow Mail
122,1,スペースメール
122,9,Space Mail
123,1,エアメール
123,9,Air Mail
124,1,モザイクメール
124,9,Mosaic Mail
125,1,ブリックメール
125,9,Brick Mail
126,1,クラボのみ
126,9,Cheri Berry
126,11,クラボのみ
127,1,カゴのみ
127,9,Chesto Berry
127,11,カゴのみ
128,1,モモンのみ
128,9,Pecha Berry
128,11,モモンのみ
129,1,チーゴのみ
129,9,Rawst Berry
129,11,チーゴのみ
130,1,ナナシのみ
130,9,Aspear Berry
130,11,ナナシのみ
131,1,ヒメリのみ
131,9,Leppa Berry
131,11,ヒメリのみ
132,1,オレンのみ
132,9,Oran Berry
132,11,オレンのみ
133,1,キーのみ
133,9,Persim Berry
133,11,キーのみ
134,1,ラムのみ
134,9,Lum Berry
134,11,ラムのみ
135,1,オボンのみ
135,9,Sitrus Berry
135,11,オボンのみ
136,1,フィラのみ
136,9,Figy Berry
136,11,フィラのみ
137,1,ウイのみ
137,9,Wiki Berry
137,11,ウイのみ
138,1,マゴのみ
138,9,Mago Berry
138,11,マゴのみ
139,1,バンジのみ
139,9,Aguav Berry
139,11,バンジのみ
140,1,イアのみ
140,9,Iapapa Berry
140,11,イアのみ
141,1,ズリのみ
141,9,Razz Berry
141,11,ズリのみ
142,1,ブリーのみ
142,9,Bluk Berry
142,11,ブリーのみ
143,1,ナナのみ
143,9,Nanab Berry
143,11,ナナのみ
144,1,セシナのみ
144,9,Wepear Berry
144,11,セシナのみ
145,1,パイルのみ
145,9,Pinap Berry
145,11,パイルのみ
146,1,ザロクのみ
146,9,Pomeg Berry
146,11,ザロクのみ
147,1,ネコブのみ
147,9,Kelpsy Berry
147,11,ネコブのみ
148,1,タポルのみ
148,9,Qualot Berry
148,11,タポルのみ
149,1,ロメのみ
149,9,Hondew Berry
149,11,ロメのみ
150,1,ウブのみ
150,9,Grepa Berry
150,11,ウブのみ
151,1,マトマのみ
151,9,Tamato Berry
151,11,マトマのみ
152,1,モコシのみ
152,9,Cornn Berry
152,11,モコシのみ
153,1,ゴスのみ
153,9,Magost Berry
153,11,ゴスのみ
154,1,ラブタのみ
154,9,Rabuta Berry
154,11,ラブタのみ
155,1,ノメルのみ
155,9,Nomel Berry
155,11,ノメルのみ
156,1,ノワキのみ
156,9,Spelon Berry
156,11,ノワキのみ
157,1,シーヤのみ
157,9,Pamtre Berry
157,11,シーヤのみ
158,1,カイスのみ
158,9,Watmel Berry
158,11,カイスのみ
159,1,ドリのみ
159,9,Durin Berry
159,11,ドリのみ
160,1,ベリブのみ
160,9,Belue Berry
160,11,ベリブのみ
161,1,オッカのみ
161,9,Occa Berry
161,11,オッカのみ
162,1,イトケのみ
162,9,Passho Berry
162,11,イトケのみ
163,1,ソクノのみ
163,9,Wacan Berry
163,11,ソクノのみ
164,1,リンドのみ
164,9,Rindo Berry
164,11,リンドのみ
165,1,ヤチェのみ
165,9,Yache Berry
165,11,ヤチェのみ
166,1,ヨプのみ
166,9,Chople Berry
166,11,ヨプのみ
167,1,ビアーのみ
167,9,Kebia Berry
167,11,ビアーのみ
168,1,シュカのみ
168,9,Shuca Berry
168,11,シュカのみ
169,1,バコウのみ
169,9,Coba Berry
169,11,バコウのみ
170,1,ウタンのみ
170,9,Payapa Berry
170,11,ウタンのみ
171,1,タンガのみ
171,9,Tanga Berry
171,11,タンガのみ
172,1,ヨロギのみ
172,9,Charti Berry
172,11,ヨロギのみ
173,1,カシブのみ
173,9,Kasib Berry
173,11,カシブのみ
174,1,ハバンのみ
174,9,Haban Berry
174,11,ハバンのみ
175,1,ナモのみ
175,9,Colbur Berry
175,11,ナモのみ
176,1,リリバのみ
176,9,Babiri Berry
176,11,リリバのみ
177,1,ホズのみ
177,9,Chilan Berry
177,11,ホズのみ
178,1,チイラのみ
178,9,Liechi Berry
178,11,チイラのみ
179,1,リュガのみ
179,9,Ganlon Berry
179,11,リュガのみ
180,1,カムラのみ
180,9,Salac Berry
180,11,カムラのみ
181,1,ヤタピのみ
181,9,Petaya Berry
181,11,ヤタピのみ
182,1,ズアのみ
182,9,Apicot Berry
182,11,ズアのみ
183,1,サンのみ
183,9,Lansat Berry
183,11,サンのみ
184,1,スターのみ
184,9,Starf Berry
184,11,スターのみ
185,1,ナゾのみ
185,9,Enigma Berry
185,11,ナゾのみ
186,1,ミクルのみ
186,9,Micle Berry
186,11,ミクルのみ
187,1,イバンのみ
187,9,Custap Berry
187,11,イバンのみ
188,1,ジャポのみ
188,9,Jaboca Berry
188,11,ジャポのみ
189,1,レンブのみ
189,9,Rowap Berry
189,11,レンブのみ
190,1,ひかりのこな
190,9,Bright Powder
190,11,ひかりのこな
191,1,しろいハーブ
191,9,White Herb
191,11,しろいハーブ
192,1,きょうせいギプス
192,9,Macho Brace
192,11,きょうせいギプス
193,1,がくしゅうそうち
193,9,Exp. Share
193,11,がくしゅうそうち
194,1,せんせいのツメ
194,9,Quick Claw
194,11,せんせいのツメ
195,1,やすらぎのすず
195,9,Soothe Bell
195,11,やすらぎのすず
196,1,メンタルハーブ
196,9,Mental Herb
196,11,メンタルハーブ
197,1,こだわりハチマキ
197,9,Choice Band
197,11,こだわりハチマキ
198,1,おうじゃのしるし
198,9,King’s Rock
198,11,おうじゃのしるし
199,1,ぎんのこな
199,9,Silver Powder
199,11,ぎんのこな
200,1,おまもりこばん
200,9,Amulet Coin
200,11,おまもりこばん
201,1,きよめのおふだ
201,9,Cleanse Tag
201,11,きよめのおふだ
202,1,こころのしずく
202,9,Soul Dew
202,11,こころのしずく
203,1,しんかいのキバ
203,9,Deep Sea Tooth
203,11,しんかいのキバ
204,1,しんかいのウロコ
204,9,Deep Sea Scale
204,11,しんかいのウロコ
205,1,けむりだま
205,9,Smoke Ball
205,11,けむりだま
206,1,かわらずのいし
206,9,Everstone
206,11,かわらずのいし
207,1,きあいのハチマキ
207,9,Focus Band
207,11,きあいのハチマキ
208,1,しあわせタマゴ
208,9,Lucky Egg
208,11,しあわせタマゴ
209,1,ピントレンズ
209,9,Scope Lens
209,11,ピントレンズ
210,1,メタルコート
210,9,Metal Coat
210,11,メタルコート
211,1,たべのこし
211,9,Leftovers
211,11,たべのこし
212,1,りゅうのウロコ
212,9,Dragon Scale
212,11,りゅうのウロコ
213,1,でんきだま
213,9,Light Ball
213,11,でんきだま
214,1,やわらかいすな
214,9,Soft Sand
214,11,やわらかいすな
215,1,かたいいし
215,9,Hard Stone
215,11,かたいいし
216,1,きせきのタネ
216,9,Miracle Seed
216,11,きせきのタネ
217,1,くろいメガネ
217,9,Black Glasses
217,11,くろいメガネ
218,1,くろおび
218,9,Black Belt
218,11,くろおび
219,1,じしゃく
219,9,Magnet
219,11,じしゃく
220,1,しんぴのしずく
220,9,Mystic Water
220,11,しんぴのしずく
221,1,するどいくちばし
221,9,Sharp Beak
221,11,するどいくちばし
222,1,どくバリ
222,9,Poison Barb
222,11,どくバリ
223,1,とけないこおり
223,9,Never-Melt Ice
223,11,とけないこおり
224,1,のろいのおふだ
224,9,Spell Tag
224,11,のろいのおふだ
225,1,まがったスプーン
225,9,Twisted Spoon
225,11,まがったスプーン
226,1,もくたん
226,9,Charcoal
226,11,もくたん
227,1,りゅうのキバ
227,9,Dragon Fang
227,11,りゅうのキバ
228,1,シルクのスカーフ
228,9,Silk Scarf
228,11,シルクのスカーフ
229,1,アップグレード
229,9,Upgrade
229,11,アップグレード
230,1,かいがらのすず
230,9,Shell Bell
230,11,かいがらのすず
231,1,うしおのおこう
231,9,Sea Incense
231,11,うしおのおこう
232,1,のんきのおこう
232,9,Lax Incense
232,11,のんきのおこう
233,1,ラッキーパンチ
233,9,Lucky Punch
233,11,ラッキーパンチ
234,1,メタルパウダー
234,9,Metal Powder
234,11,メタルパウダー
235,1,ふといホネ
235,9,Thick Club
235,11,ふといホネ
236,1,ながねぎ
236,9,Leek
236,11,ながねぎ
237,1,あかいバンダナ
237,9,Red Scarf
237,11,あかいバンダナ
238,1,あおいバンダナ
238,9,Blue Scarf
238,11,あおいバンダナ
239,1,ピンクのバンダナ
239,9,Pink Scarf
239,11,ピンクのバンダナ
240,1,みどりのバンダナ
240,9,Green Scarf
240,11,みどりのバンダナ
241,1,きいろのバンダナ
241,9,Yellow Scarf
241,11,きいろのバンダナ
242,1,こうかくレンズ
242,9,Wide Lens
242,11,こうかくレンズ
243,1,ちからのハチマキ
243,9,Muscle Band
243,11,ちからのハチマキ
244,1,ものしりメガネ
244,9,Wise Glasses
244,11,ものしりメガネ
245,1,たつじんのおび
245,9,Expert Belt
245,11,たつじんのおび
246,1,ひかりのねんど
246,9,Light Clay
246,11,ひかりのねんど
247,1,いのちのたま
247,9,Life Orb
247,11,いのちのたま
248,1,パワフルハーブ
248,9,Power Herb
248,11,パワフルハーブ
249,1,どくどくだま
249,9,Toxic Orb
249,11,どくどくだま
250,1,かえんだま
250,9,Flame Orb
250,11,かえんだま
251,1,スピードパウダー
251,9,Quick Powder
251,11,スピードパウダー
252,1,きあいのタスキ
252,9,Focus Sash
252,11,きあいのタスキ
253,1,フォーカスレンズ
253,9,Zoom Lens
253,11,フォーカスレンズ
254,1,メトロノーム
254,9,Metronome
254,11,メトロノーム
255,1,くろいてっきゅう
255,9,Iron Ball
255,11,くろいてっきゅう
256,1,こうこうのしっぽ
256,9,Lagging Tail
256,11,こうこうのしっぽ
257,1,あかいいと
257,9,Destiny Knot
257,11,あかいいと
258,1,くろいヘドロ
258,9,Black Sludge
258,11,くろいヘドロ
259,1,つめたいいわ
259,9,Icy Rock
259,11,つめたいいわ
260,1,さらさらいわ
260,9,Smooth Rock
260,11,さらさらいわ
261,1,あついいわ
261,9,Heat Rock
261,11,あついいわ
262,1,しめったいわ
262,9,Damp Rock
262,11,しめったいわ
263,1,ねばりのかぎづめ
263,9,Grip Claw
263,11,ねばりのかぎづめ
264,1,こだわりスカーフ
264,9,Choice Scarf
264,11,こだわりスカーフ
265,1,くっつきバリ
265,9,Sticky Barb
265,11,くっつきバリ
266,1,パワーリスト
266,9,Power Bracer
266,11,パワーリスト
267,1,パワーベルト
267,9,Power Belt
267,11,パワーベルト
268,1,パワーレンズ
268,9,Power Lens
268,11,パワーレンズ
269,1,パワーバンド
269,9,Power Band
269,11,パワーバンド
270,1,パワーアンクル
270,9,Power Anklet
270,11,パワーアンクル
271,1,パワーウエイト
271,9,Power Weight
271,11,パワーウエイト
272,1,きれいなぬけがら
272,9,Shed Shell
272,11,きれいなぬけがら
273,1,おおきなねっこ
273,9,Big Root
273,11,おおきなねっこ
274,1,こだわりメガネ
274,9,Choice Specs
274,11,こだわりメガネ
275,1,ひのたまプレート
275,9,Flame Plate
275,11,ひのたまプレート
276,1,しずくプレート
276,9,Splash Plate
276,11,しずくプレート
277,1,いかずちプレート
277,9,Zap Plate
277,11,いかずちプレート
278,1,みどりのプレート
278,9,Meadow Plate
278,11,みどりのプレート
279,1,つららのプレート
279,9,Icicle Plate
279,11,つららのプレート
280,1,こぶしのプレート
280,9,Fist Plate
280,11,こぶしのプレート
281,1,もうどくプレート
281,9,Toxic Plate
281,11,もうどくプレート
282,1,だいちのプレート
282,9,Earth Plate
282,11,だいちのプレート
283,1,あおぞらプレート
283,9,Sky Plate
283,11,あおぞらプレート
284,1,ふしぎのプレート
284,9,Mind Plate
284,11,ふしぎのプレート
285,1,たまむしプレート
285,9,Insect Plate
285,11,たまむしプレート
286,1,がんせきプレート
286,9,Stone Plate
286,11,がんせきプレート
287,1,もののけプレート
287,9,Spooky Plate
287,11,もののけプレート
288,1,りゅうのプレート
288,9,Draco Plate
288,11,りゅうのプレート
289,1,こわもてプレート
289,9,Dread Plate
289,11,こわもてプレート
290,1,こうてつプレート
290,9,Iron Plate
290,11,こうてつプレート
291,1,あやしいおこう
291,9,Odd Incense
291,11,あやしいおこう
292,1,がんせきおこう
292,9,Rock Incense
292,11,がんせきおこう
293,1,まんぷくおこう
293,9,Full Incense
293,11,まんぷくおこう
294,1,さざなみのおこう
294,9,Wave Incense
294,11,さざなみのおこう
295,1,おはなのおこう
295,9,Rose Incense
295,11,おはなのおこう
296,1,こううんのおこう
296,9,Luck Incense
296,11,こううんのおこう
297,1,きよめのおこう
297,9,Pure Incense
297,11,きよめのおこう
298,1,プロテクター
298,9,Protector
298,11,プロテクター
299,1,エレキブースター
299,9,Electirizer
299,11,エレキブースター
300,1,マグマブースター
300,9,Magmarizer
300,11,マグマブースター
301,1,あやしいパッチ
301,9,Dubious Disc
301,11,あやしいパッチ
302,1,れいかいのぬの
302,9,Reaper Cloth
302,11,れいかいのぬの
303,1,するどいツメ
303,9,Razor Claw
303,11,するどいツメ
304,1,するどいキバ
304,9,Razor Fang
304,11,するどいキバ
305,1,わざマシン０１
305,9,TM01
305,11,わざマシン０１
306,1,わざマシン０２
306,9,TM02
306,11,わざマシン０２
307,1,わざマシン０３
307,9,TM03
307,11,わざマシン０３
308,1,わざマシン０４
308,9,TM04
308,11,わざマシン０４
309,1,わざマシン０５
309,9,TM05
309,11,わざマシン０５
310,1,わざマシン０６
310,9,TM06
310,11,わざマシン０６
311,1,わざマシン０７
311,9,TM07
311,11,わざマシン０７
312,1,わざマシン０８
312,9,TM08
312,11,わざマシン０８
313,1,わざマシン０９
313,9,TM09
313,11,わざマシン０９
314,1,わざマシン１０
314,9,TM10
314,11,わざマシン１０
315,1,わざマシン１１
315,9,TM11
315,11,わざマシン１１
316,1,わざマシン１２
316,9,TM12
316,11,わざマシン１２
317,1,わざマシン１３
317,9,TM13
317,11,わざマシン１３
318,1,わざマシン１４
318,9,TM14
318,11,わざマシン１４
319,1,わざマシン１５
319,9,TM15
319,11,わざマシン１５
320,1,わざマシン１６
320,9,TM16
320,11,わざマシン１６
321,1,わざマシン１７
321,9,TM17
321,11,わざマシン１７
322,1,わざマシン１８
322,9,TM18
322,11,わざマシン１８
323,1,わざマシン１９
323,9,TM19
323,11,わざマシン１９
324,1,わざマシン２０
324,9,TM20
324,11,わざマシン２０
325,1,わざマシン２１
325,9,TM21
325,11,わざマシン２１
326,1,わざマシン２２
326,9,TM22
326,11,わざマシン２２
327,1,わざマシン２３
327,9,TM23
327,11,わざマシン２３
328,1,わざマシン２４
328,9,TM24
328,11,わざマシン２４
329,1,わざマシン２５
329,9,TM25
329,11,わざマシン２５
330,1,わざマシン２６
330,9,TM26
330,11,わざマシン２６
331,1,わざマシン２７
331,9,TM27
331,11,わざマシン２７
332,1,わざマシン２８
332,9,TM28
332,11,わざマシン２８
333,1,わざマシン２９
333,9,TM29
333,11,わざマシン２９
334,1,わざマシン３０
334,9,TM30
334,11,わざマシン３０
335,1,わざマシン３１
335,9,TM31
335,11,わざマシン３１
336,1,わざマシン３２
336,9,TM32
336,11,わざマシン３２
337,1,わざマシン３３
337,9,TM33
337,11,わざマシン３３
338,1,わざマシン３４
338,9,TM34
338,11,わざマシン３４
339,1,わざマシン３５
339,9,TM35
339,11,わざマシン３５
340,1,わざマシン３６
340,9,TM36
340,11,わざマシン３６
341,1,わざマシン３７
341,9,TM37
341,11,わざマシン３７
342,1,わざマシン３８
342,9,TM38
342,11,わざマシン３８
343,1,わざマシン３９
343,9,TM39
343,11,わざマシン３９
344,1,わざマシン４０
344,9,TM40
344,11,わざマシン４０
345,1,わざマシン４１
345,9,TM41
345,11,わざマシン４１
346,1,わざマシン４２
346,9,TM42
346,11,わざマシン４２
347,1,わざマシン４３
347,9,TM43
347,11,わざマシン４３
348,1,わざマシン４４
348,9,TM44
348,11,わざマシン４４
349,1,わざマシン４５
349,9,TM45
349,11,わざマシン４５
350,1,わざマシン４６
350,9,TM46
350,11,わざマシン４６
351,1,わざマシン４７
351,9,TM47
351,11,わざマシン４７
352,1,わざマシン４８
352,9,TM48
352,11,わざマシン４８
353,1,わざマシン４９
353,9,TM49
353,11,わざマシン４９
354,1,わざマシン５０
354,9,TM50
354,11,わざマシン５０
355,1,わざマシン５１
355,9,TM51
355,11,わざマシン５１
356,1,わざマシン５２
356,9,TM52
356,11,わざマシン５２
357,1,わざマシン５３
357,9,TM53
357,11,わざマシン５３
358,1,わざマシン５４
358,9,TM54
358,11,わざマシン５４
359,1,わざマシン５５
359,9,TM55
359,11,わざマシン５５
360,1,わざマシン５６
360,9,TM56
360,11,わざマシン５６
361,1,わざマシン５７
361,9,TM57
361,11,わざマシン５７
362,1,わざマシン５８
362,9,TM58
362,11,わざマシン５８
363,1,わざマシン５９
363,9,TM59
363,11,わざマシン５９
364,1,わざマシン６０
364,9,TM60
364,11,わざマシン６０
365,1,わざマシン６１
365,9,TM61
365,11,わざマシン６１
366,1,わざマシン６２
366,9,TM62
366,11,わざマシン６２
367,1,わざマシン６３
367,9,TM63
367,11,わざマシン６３
368,1,わざマシン６４
368,9,TM64
368,11,わざマシン６４
369,1,わざマシン６５
369,9,TM65
369,11,わざマシン６５
370,1,わざマシン６６
370,9,TM66
370,11,わざマシン６６
371,1,わざマシン６７
371,9,TM67
371,11,わざマシン６７
372,1,わざマシン６８
372,9,TM68
372,11,わざマシン６８
373,1,わざマシン６９
373,9,TM69
373,11,わざマシン６９
374,1,わざマシン７０
374,9,TM70
374,11,わざマシン７０
375,1,わざマシン７１
375,9,TM71
375,11,わざマシン７１
376,1,わざマシン７２
376,9,TM72
376,11,わざマシン７２
377,1,わざマシン７３
377,9,TM73
377,11,わざマシン７３
378,1,わざマシン７４
378,9,TM74
378,11,わざマシン７４
379,1,わざマシン７５
379,9,TM75
379,11,わざマシン７５
380,1,わざマシン７６
380,9,TM76
380,11,わざマシン７６
381,1,わざマシン７７
381,9,TM77
381,11,わざマシン７７
382,1,わざマシン７８
382,9,TM78
382,11,わざマシン７８
383,1,わざマシン７９
383,9,TM79
383,11,わざマシン７９
384,1,わざマシン８０
384,9,TM80
384,11,わざマシン８０
385,1,わざマシン８１
385,9,TM81
385,11,わざマシン８１
386,1,わざマシン８２
386,9,TM82
386,11,わざマシン８２
387,1,わざマシン８３
387,9,TM83
387,11,わざマシン８３
388,1,わざマシン８４
388,9,TM84
388,11,わざマシン８４
389,1,わざマシン８５
389,9,TM85
389,11,わざマシン８５
390,1,わざマシン８６
390,9,TM86
390,11,わざマシン８６
391,1,わざマシン８７
391,9,TM87
391,11,わざマシン８７
392,1,わざマシン８８
392,9,TM88
392,11,わざマシン８８
393,1,わざマシン８９
393,9,TM89
393,11,わざマシン８９
394,1,わざマシン９０
394,9,TM90
394,11,わざマシン９０
395,1,わざマシン９１
395,9,TM91
395,11,わざマシン９１
396,1,わざマシン９２
396,9,TM92
396,11,わざマシン９２
397,1,ひでんマシン０１
397,9,HM01
397,11,ひでんマシン０１
398,1,ひでんマシン０２
398,9,HM02
398,11,ひでんマシン０２
399,1,ひでんマシン０３
399,9,HM03
399,11,ひでんマシン０３
400,1,ひでんマシン０４
400,9,HM04
400,11,ひでんマシン０４
401,1,ひでんマシン０５
401,9,HM05
401,11,ひでんマシン０５
402,1,ひでんマシン０６
402,9,HM06
402,11,ひでんマシン０６
403,1,ひでんマシン０７
403,9,HM07
403,11,ひでんマシン０７
404,1,ひでんマシン０８
404,9,HM08
405,1,たんけんセット
405,9,Explorer Kit
405,11,たんけんセット
406,1,たからぶくろ
406,9,Loot Sack
406,11,たからぶくろ
407,1,ルールブック
407,9,Rule Book
407,11,ルールブック
408,1,ポケトレ
408,9,Poké Radar
408,11,ポケトレ
409,1,ポイントカード
409,9,Point Card
409,11,ポイントカード
410,1,ぼうけんノート
410,9,Journal
410,11,ぼうけんノート
411,1,シールいれ
411,9,Seal Case
411,11,シールいれ
412,1,アクセサリーいれ
412,9,Fashion Case
412,11,アクセサリーいれ
413,1,シールぶくろ
413,9,Seal Bag
413,11,シールぶくろ
414,1,ともだちてちょう
414,9,Pal Pad
